milliseconds,wind_direction,windspeed
10000,76,1.91
20000,107,1.25
25000,142,1.28
90000,205,1.81
140000,216,3.26
145000,214,2.95
150000,215,2.82
155000,209,2.42
160000,214,2.69
165000,212,2.51
170000,210,2.55
185000,204,2.2
190000,203,2.11
195000,206,2.16
200000,200,2.0
205000,186,1.86
210000,182,1.86
215000,187,1.84
220000,189,1.89
245000,206,2.07
250000,201,2.25
255000,208,2.35
260000,211,2.54
265000,204,2.5
270000,204,2.41
275000,203,2.24
280000,208,2.13
285000,225,1.99
290000,216,2.08
295000,212,2.05
300000,211,1.93
305000,217,1.86
310000,209,2.09
320000,217,1.72
325000,209,1.78
330000,219,1.77
335000,229,1.83
340000,234,1.86
350000,230,2.03
355000,222,1.96
360000,220,2.14
365000,215,1.99
370000,219,1.91
375000,217,1.96
380000,209,2.09
385000,210,2.13
390000,215,2.11
395000,209,2.18
400000,209,2.34
405000,212,2.48
410000,216,2.28
415000,227,1.81
420000,209,1.87
425000,213,1.73
430000,212,1.93
435000,203,1.94
440000,214,1.99
445000,216,2.12
450000,212,1.96
470000,216,1.87
475000,213,1.9
480000,206,1.95
495000,202,1.93
500000,203,2.0
505000,203,2.21
535000,203,1.74
540000,202,1.8
545000,204,1.79
550000,211,1.78
555000,211,1.91
560000,224,1.97
565000,210,2.09
570000,209,1.97
575000,214,1.94
580000,207,1.88
585000,209,1.97
590000,203,1.87
595000,202,1.95
600000,211,2.41
620000,222,2.45
625000,218,2.36
630000,218,2.33
635000,220,2.38
640000,209,2.58
645000,217,2.58
650000,219,2.46
655000,221,2.67
660000,220,2.5
665000,220,2.29
670000,219,2.17
675000,214,2.35
680000,213,2.4
690000,265,2.17
695000,218,2.15
700000,219,2.08
705000,220,1.95
710000,204,2.57
725000,210,2.25
730000,213,2.06
735000,224,1.8
740000,219,2.17
745000,213,2.28
750000,229,1.89
755000,235,1.88
760000,228,1.84
765000,228,2.01
770000,277,2.0
775000,222,2.23
780000,230,1.97
785000,227,2.04
790000,229,2.05
795000,233,2.02
800000,229,2.01
805000,234,1.98
810000,235,1.9
815000,232,2.01
820000,230,2.05
825000,228,1.94
830000,225,2.03
835000,239,1.83
840000,240,1.81
845000,234,2.01
850000,244,1.79
855000,243,1.79
860000,248,1.72
865000,238,1.78
870000,233,1.84
875000,234,1.94
880000,233,1.91
885000,236,1.89
890000,235,2.0
895000,225,2.1
900000,234,1.97
905000,231,2.25
910000,232,2.13
915000,223,2.14
920000,221,2.16
925000,215,2.19
930000,214,2.14
940000,221,2.42
950000,221,2.02
955000,227,2.04
960000,228,2.0
965000,219,2.28
970000,226,2.06
975000,202,3.13
980000,221,2.6
990000,218,2.25
995000,224,2.01
1000000,227,2.0
1005000,228,1.98
1010000,228,1.89
1015000,219,1.99
1020000,213,2.53
1025000,250,1.78
1030000,231,1.86
1035000,228,1.91
1040000,229,1.84
1045000,237,1.82
1050000,243,1.71
1055000,239,1.74
1060000,243,1.7
1065000,241,1.73
1070000,245,1.71
1075000,240,1.73
1080000,239,1.37
1095000,239,1.79
1100000,235,1.78
1105000,239,1.8
1110000,237,1.84
1125000,210,2.01
1140000,205,3.52
1145000,208,2.81
1150000,210,2.71
1155000,207,2.6
1160000,213,2.28
1165000,211,2.59
1175000,270,1.94
