milliseconds,wind_direction,windspeed
20000,98,3.87
25000,83,2.71
30000,93,2.68
40000,108,3.0
60000,105,2.84
95000,85,3.42
100000,86,3.55
105000,95,3.11
110000,85,2.78
115000,76,3.16
120000,86,3.77
125000,80,3.67
130000,82,3.34
135000,79,3.12
140000,93,3.53
145000,95,3.74
150000,106,3.96
155000,96,3.57
160000,96,3.55
165000,99,3.35
170000,101,4.07
175000,94,3.43
180000,106,4.09
185000,73,3.26
190000,108,2.81
195000,118,3.13
200000,121,3.54
205000,110,4.23
210000,109,4.04
215000,68,5.46
220000,61,5.32
225000,59,4.03
230000,46,4.27
235000,24,4.01
240000,36,4.46
245000,76,3.65
250000,59,3.37
255000,58,2.97
260000,59,3.06
265000,63,3.65
270000,56,3.91
275000,63,4.24
280000,69,3.59
285000,66,4.46
290000,60,3.81
295000,63,3.46
300000,54,3.63
315000,65,3.91
320000,65,3.72
325000,64,3.96
330000,64,4.35
335000,65,4.61
340000,68,4.19
345000,78,3.73
350000,83,3.96
355000,63,4.07
360000,79,3.73
365000,86,3.77
370000,93,4.3
375000,93,4.09
380000,88,3.31
385000,84,3.8
390000,98,3.93
395000,96,3.21
400000,101,3.41
405000,92,4.47
410000,80,4.35
415000,75,4.49
420000,94,4.46
425000,87,4.11
430000,77,4.02
440000,90,3.55
445000,90,3.61
450000,80,3.89
455000,81,3.97
460000,86,4.05
465000,100,4.09
470000,103,4.85
475000,101,4.26
480000,98,3.72
490000,105,4.3
495000,104,3.79
500000,90,4.13
505000,92,4.37
510000,88,4.3
515000,84,5.12
520000,78,4.61
525000,82,3.94
530000,86,4.28
535000,95,4.24
540000,84,4.06
550000,76,2.84
555000,51,3.27
560000,50,2.65
565000,51,2.89
570000,56,3.94
575000,78,2.72
580000,55,2.41
585000,47,3.18
590000,35,3.28
595000,23,4.18
600000,28,4.24
605000,26,4.08
610000,19,4.53
615000,21,4.04
620000,19,4.02
625000,22,3.2
630000,20,3.21
635000,22,3.99
660000,22,2.59
665000,46,2.66
675000,43,4.23
680000,49,3.45
685000,32,4.24
690000,33,3.57
695000,36,3.26
700000,48,3.93
705000,47,3.06
715000,40,3.22
720000,24,3.67
725000,29,3.63
730000,37,3.99
735000,25,3.27
740000,33,3.49
745000,45,3.75
750000,61,4.55
755000,58,4.28
760000,58,4.18
765000,70,4.47
770000,73,4.31
775000,82,3.84
780000,74,4.18
785000,71,4.48
790000,66,4.83
795000,67,4.98
800000,70,4.03
805000,58,4.79
815000,56,5.1
820000,65,5.7
825000,57,5.87
830000,67,5.4
835000,63,4.8
840000,63,5.56
845000,49,5.16
850000,51,4.68
855000,62,5.2
860000,63,5.39
865000,62,5.69
870000,44,5.43
875000,49,4.94
880000,49,4.71
885000,46,4.69
890000,41,4.82
895000,42,5.15
900000,37,5.17
905000,46,5.32
910000,46,5.08
915000,47,5.06
920000,48,4.53
925000,48,3.99
930000,44,4.39
935000,53,4.4
940000,39,3.97
945000,32,4.09
950000,36,4.4
955000,40,4.05
960000,33,3.94
965000,37,3.93
970000,43,4.75
975000,60,3.89
980000,78,3.7
985000,60,3.97
990000,45,3.6
995000,50,3.41
1000000,55,3.24
1005000,35,3.14
1010000,104,3.08
1015000,90,2.21
1020000,53,2.46
1025000,116,2.4
1030000,95,3.38
1035000,81,3.46
1040000,86,3.85
1045000,82,3.73
1050000,91,3.76
1055000,100,3.77
1060000,102,3.74
1065000,103,3.34
1070000,84,3.49
1075000,72,3.92
1080000,80,4.25
1085000,67,4.64
1090000,73,4.83
1095000,99,3.94
1130000,67,4.12
1180000,105,3.14
