milliseconds,wind_direction,windspeed
30000,65,7.61
35000,65,8.37
40000,63,9.89
45000,64,9.46
51000,67,8.09
80000,59,11.41
90000,37,8.05
130000,67,9.1
140000,68,8.34
145000,67,8.67
150000,68,8.81
155000,66,8.8
160000,67,8.53
165000,67,8.41
180000,63,8.31
185000,62,8.12
195000,36,8.69
200000,40,7.7
205000,36,8.16
230000,45,7.59
235000,49,6.48
240000,41,7.8
250000,45,7.33
260000,67,8.77
275000,45,8.07
280000,55,7.99
285000,55,7.03
290000,36,7.08
295000,54,8.27
300000,51,8.02
305000,58,7.87
320000,46,6.78
325000,48,7.2
330000,56,6.51
335000,61,6.81
340000,51,7.62
345000,49,6.39
350000,60,6.76
355000,59,7.35
360000,42,7.37
365000,49,8.09
370000,40,7.52
375000,50,8.34
380000,50,9.35
385000,47,8.72
390000,56,8.14
395000,51,7.94
405000,44,9.12
410000,39,8.21
415000,41,8.57
425000,38,7.45
430000,33,6.58
445000,32,6.7
450000,29,5.13
455000,35,4.98
460000,34,6.93
465000,36,6.9
470000,34,7.82
475000,34,8.11
480000,35,7.98
485000,36,7.25
490000,34,7.1
495000,30,7.33
500000,32,6.93
505000,33,7.78
510000,32,6.84
515000,31,7.48
525000,40,6.36
530000,42,7.32
535000,46,8.01
540000,43,8.2
545000,37,8.78
550000,33,7.23
555000,39,5.86
560000,37,8.16
570000,58,9.43
580000,45,8.85
590000,51,9.46
595000,59,8.67
610000,71,7.25
630000,65,9.31
650000,69,8.37
655000,67,7.99
670000,57,8.58
680000,55,9.2
685000,55,9.22
690000,55,8.69
695000,52,8.23
700000,53,8.43
705000,53,8.33
710000,53,8.03
715000,53,8.25
720000,55,8.18
730000,54,8.23
735000,52,7.5
740000,48,6.08
745000,41,5.37
750000,42,5.89
755000,47,6.24
760000,51,4.42
770000,56,6.44
775000,56,5.52
790000,55,5.8
795000,55,5.96
800000,59,5.61
805000,56,5.99
810000,57,5.86
815000,56,4.98
820000,51,5.65
825000,43,6.06
830000,52,6.36
835000,54,5.8
840000,49,6.41
845000,54,6.54
850000,49,5.96
865000,54,5.25
885000,53,5.43
890000,53,5.73
900000,57,6.68
915000,56,6.31
920000,54,6.01
955000,46,5.59
965000,48,6.96
970000,47,8.4
975000,47,8.29
980000,46,8.31
990000,49,7.96
995000,47,7.3
1000000,51,7.65
1005000,44,7.72
1010000,43,7.32
1015000,47,7.14
1020000,51,7.32
1025000,50,7.69
1030000,53,6.6
1035000,47,8.55
1040000,49,7.82
1050000,50,6.36
1055000,56,7.72
1060000,59,7.91
1065000,58,7.54
1070000,57,7.47
1075000,57,7.87
1080000,58,7.33
1085000,61,8.18
1090000,61,8.19
1095000,60,7.23
1100000,60,7.33
1105000,59,8.48
1110000,59,8.76
1115000,59,7.87
1120000,60,8.08
1125000,62,8.71
1130000,62,8.27
1135000,63,8.45
1140000,63,8.07
1155000,55,8.39
1160000,57,7.13
1165000,66,7.19
1195000,20,4.37
1255000,62,4.09
