milliseconds,wind_direction,windspeed
15000,49,6.33
20000,49,6.18
25000,48,5.73
30000,52,5.56
35000,55,6.12
40000,57,6.1
75000,50,5.14
80000,26,4.02
85000,61,6.33
100000,126,5.91
105000,128,6.08
110000,128,5.95
115000,130,6.05
150000,130,5.03
155000,129,4.98
160000,130,5.25
165000,131,5.43
170000,131,6.23
175000,131,6.09
180000,130,6.04
185000,131,5.89
190000,133,6.48
195000,131,6.5
200000,129,6.38
205000,128,6.24
210000,128,5.77
215000,128,5.87
220000,123,6.2
225000,128,6.31
230000,122,6.12
235000,120,6.42
240000,117,6.42
245000,112,5.99
250000,108,6.59
255000,103,6.34
260000,102,6.26
265000,105,6.47
270000,104,6.21
275000,101,5.35
280000,109,6.02
285000,107,5.03
290000,104,5.32
295000,105,6.12
300000,102,6.05
305000,102,5.99
325000,103,4.69
330000,107,5.22
335000,102,5.71
345000,108,4.53
375000,125,5.45
385000,120,5.25
390000,116,5.02
395000,120,5.16
405000,114,4.41
410000,106,3.96
415000,99,3.72
420000,104,4.05
425000,109,4.1
430000,108,4.17
435000,101,3.84
445000,88,3.8
450000,85,3.89
455000,84,3.95
460000,82,4.05
465000,90,4.64
470000,81,4.59
475000,85,4.48
480000,87,4.91
485000,90,5.44
490000,88,4.55
495000,97,4.62
500000,89,4.64
505000,92,4.65
510000,91,4.52
515000,93,4.44
520000,90,4.38
525000,90,4.8
530000,90,4.78
535000,89,4.69
540000,86,4.45
545000,91,4.59
550000,92,4.76
555000,87,5.12
560000,92,4.52
565000,102,5.79
620000,84,6.16
625000,92,6.54
660000,97,5.07
675000,91,6.86
680000,94,6.73
685000,112,7.23
690000,114,7.81
700000,112,7.03
705000,107,7.93
715000,99,7.01
720000,105,7.17
725000,96,5.67
730000,105,5.72
735000,87,4.51
740000,106,4.9
745000,114,5.92
750000,118,6.47
755000,93,5.4
760000,103,7.73
765000,109,7.69
770000,112,7.2
775000,89,5.74
780000,85,5.97
785000,89,6.01
790000,110,7.41
800000,104,6.32
805000,101,7.78
810000,98,7.11
815000,93,6.26
820000,106,7.08
825000,114,7.66
830000,112,8.14
835000,109,8.18
840000,111,8.58
845000,113,7.98
850000,113,8.16
855000,114,7.57
865000,117,7.51
880000,114,7.92
885000,113,7.51
890000,115,7.42
905000,107,7.95
915000,108,8.07
920000,108,8.38
925000,104,8.04
930000,108,8.12
965000,103,8.78
975000,101,7.7
980000,97,7.67
985000,98,7.54
990000,93,7.35
995000,92,6.87
1000000,96,7.66
1005000,102,7.4
1010000,99,7.71
1020000,99,7.7
1035000,100,7.45
1055000,106,7.48
1060000,102,8.25
1065000,101,8.13
1080000,152,3.24
1085000,121,3.04
1090000,120,4.07
1095000,115,1.73
1100000,124,3.47
1120000,107,5.55
1165000,60,6.37
