milliseconds,wind_direction,windspeed
15000,197,6.48
20000,190,7.23
25000,196,8.88
30000,195,8.09
35000,193,10.81
55000,192,12.29
60000,193,12.51
70000,203,13.29
95000,199,7.56
100000,205,7.91
105000,207,6.85
160000,198,6.88
165000,202,6.93
175000,196,7.41
180000,182,6.69
205000,175,12.16
215000,177,11.73
220000,178,11.97
265000,189,7.73
270000,188,8.19
275000,188,7.97
280000,187,8.14
285000,181,8.54
290000,187,7.56
295000,191,7.19
300000,185,7.78
305000,182,6.74
310000,179,6.12
315000,180,6.06
320000,182,7.03
325000,192,6.62
330000,190,6.77
335000,185,7.25
340000,184,7.61
345000,180,8.4
350000,186,7.78
355000,179,7.68
360000,178,7.78
365000,183,6.07
370000,179,6.2
375000,191,8.58
380000,191,7.44
385000,181,7.54
390000,181,9.42
395000,181,7.6
400000,179,8.89
405000,184,8.59
410000,182,8.61
415000,179,8.14
420000,181,8.65
425000,188,9.09
430000,177,8.28
435000,176,8.26
440000,181,9.84
445000,177,9.8
450000,182,9.28
455000,178,11.03
460000,177,9.9
465000,181,8.34
470000,179,8.17
475000,186,9.0
480000,173,8.11
485000,182,6.22
490000,184,6.92
495000,184,8.43
500000,183,9.66
505000,188,7.71
510000,171,7.96
515000,175,9.81
520000,187,10.03
525000,183,8.04
530000,189,7.51
540000,187,9.87
545000,184,9.12
550000,178,8.75
555000,172,9.27
560000,175,9.36
565000,178,8.54
570000,193,6.69
575000,186,7.0
580000,184,7.7
585000,179,9.93
590000,177,9.53
595000,185,9.05
600000,185,8.79
605000,187,8.44
610000,188,8.44
615000,182,9.47
645000,177,8.03
650000,181,8.72
655000,183,9.58
660000,181,9.69
665000,186,8.53
670000,191,9.15
675000,184,9.22
680000,185,9.07
685000,181,8.46
690000,187,8.66
695000,197,9.02
700000,188,9.33
705000,181,9.13
710000,188,8.36
715000,190,8.06
720000,188,9.45
725000,186,8.75
730000,182,8.97
735000,176,10.14
740000,188,7.65
745000,187,7.18
750000,172,7.1
760000,187,6.75
765000,185,7.58
770000,182,9.96
775000,182,10.42
780000,183,7.28
785000,187,7.51
790000,184,9.89
795000,186,9.99
800000,180,9.37
805000,182,9.94
810000,178,10.15
815000,180,10.32
820000,180,9.43
825000,180,9.52
830000,180,9.97
835000,180,9.45
840000,180,9.0
845000,184,8.75
850000,187,8.36
855000,185,8.08
860000,187,9.11
865000,188,8.83
870000,186,8.99
875000,188,9.08
880000,182,9.09
885000,185,8.94
890000,192,9.38
895000,184,8.79
900000,181,8.66
905000,174,9.99
910000,177,8.38
915000,184,7.72
920000,180,8.56
925000,182,8.99
930000,178,9.27
935000,183,8.44
940000,186,9.42
945000,195,7.04
950000,195,7.93
955000,193,8.4
960000,201,7.07
965000,203,8.0
970000,197,7.9
975000,202,7.87
980000,197,7.02
985000,198,6.06
990000,196,6.41
995000,198,8.45
1000000,199,8.14
1005000,196,6.75
1010000,190,6.83
1015000,193,6.63
1020000,198,8.05
1025000,195,8.83
1030000,197,9.6
1035000,187,8.19
1040000,184,7.89
1045000,185,8.45
1050000,185,7.81
1055000,192,6.76
1075000,195,9.29
1080000,196,7.92
1100000,191,7.97
1105000,193,7.57
1110000,187,7.32
1115000,188,8.23
1135000,205,7.84
1165000,172,9.17
