milliseconds,wind_direction,windspeed
25000,49,7.48
30000,55,7.82
40000,48,10.72
60000,31,11.27
65000,24,11.64
75000,29,11.99
80000,25,11.18
110000,37,10.76
115000,34,8.56
125000,32,10.57
160000,34,11.01
175000,32,11.67
180000,33,11.7
185000,34,12.5
190000,33,12.16
195000,30,11.98
200000,33,10.9
205000,34,11.15
210000,35,10.3
215000,40,10.08
220000,40,10.61
225000,39,9.47
230000,49,9.22
235000,51,9.17
245000,38,10.68
255000,41,11.09
260000,39,10.95
265000,42,11.8
270000,42,12.62
275000,41,12.11
280000,44,12.66
285000,39,13.19
290000,41,12.99
295000,40,12.98
300000,41,11.58
310000,46,11.58
320000,40,11.58
325000,38,11.72
340000,41,13.06
345000,40,13.22
355000,39,12.84
360000,40,12.53
365000,41,12.98
370000,42,13.41
375000,42,13.21
380000,40,13.47
385000,40,13.01
395000,41,13.25
400000,41,12.71
405000,39,12.63
410000,40,11.84
415000,43,11.96
420000,40,11.84
425000,40,12.21
430000,41,12.49
435000,41,11.57
440000,40,11.46
445000,39,12.17
460000,39,13.29
465000,40,13.4
470000,40,13.86
475000,39,13.09
480000,41,12.87
485000,40,12.87
490000,39,12.95
495000,40,12.85
500000,37,12.86
515000,40,12.76
520000,41,13.17
525000,39,13.19
530000,39,13.51
535000,40,13.65
540000,39,13.01
545000,43,13.61
550000,41,13.61
555000,41,12.22
565000,41,13.5
570000,40,12.97
575000,41,11.77
580000,41,11.98
585000,39,11.4
590000,37,12.0
605000,39,12.48
610000,41,11.91
615000,39,11.29
620000,39,11.63
625000,40,11.33
640000,39,10.79
645000,37,11.11
650000,37,10.13
655000,43,9.16
660000,38,9.32
665000,38,9.91
670000,34,9.92
675000,35,10.13
680000,34,9.32
690000,39,8.94
695000,42,8.38
700000,42,7.7
705000,34,10.05
720000,39,9.62
725000,36,10.09
730000,37,9.98
735000,39,8.55
750000,38,12.21
755000,39,10.78
760000,38,10.15
765000,42,7.93
770000,36,9.07
780000,40,7.84
785000,47,7.79
790000,40,6.86
795000,47,6.65
805000,38,7.19
810000,44,6.06
815000,41,7.37
820000,42,7.33
825000,43,7.22
830000,35,7.49
835000,37,7.75
850000,35,10.48
855000,37,9.39
860000,44,8.06
865000,43,7.17
870000,36,7.52
875000,36,6.26
880000,41,8.05
885000,33,6.85
890000,38,6.06
895000,36,5.51
900000,50,7.25
905000,44,7.82
910000,44,9.5
915000,40,10.27
925000,36,8.43
935000,38,11.0
940000,41,10.77
945000,40,10.22
950000,38,11.03
990000,38,10.76
995000,40,11.62
1010000,40,11.76
1015000,40,11.7
1020000,38,11.46
1030000,39,10.8
1035000,38,10.7
1040000,39,11.19
1050000,39,12.28
1060000,39,11.5
1085000,38,10.95
1095000,40,11.11
1100000,41,11.21
1105000,40,11.56
1110000,43,10.3
1135000,46,10.22
1140000,41,10.36
1160000,34,7.52
1165000,34,9.89
1170000,33,9.86
1175000,34,10.04
1180000,34,10.39
1185000,34,10.49
1190000,38,10.67
1195000,38,10.36
1220000,54,7.85
1225000,55,7.86
1275000,62,3.76
