milliseconds,wind_direction,windspeed
15000,69,3.92
20000,68,4.2
25000,83,3.4
45000,56,6.63
50000,63,5.86
55000,50,5.65
60000,50,5.37
65000,53,6.18
95000,56,5.27
120000,59,4.56
125000,49,4.31
130000,55,4.79
135000,69,5.02
140000,81,5.54
145000,71,6.19
150000,71,6.44
160000,76,4.92
165000,73,4.75
170000,74,5.19
175000,73,5.85
180000,79,5.58
185000,80,5.7
190000,71,4.66
195000,72,4.74
200000,76,5.03
220000,78,4.26
225000,72,4.54
230000,61,3.56
235000,67,4.74
240000,64,4.56
255000,77,5.23
265000,66,4.99
270000,68,5.38
275000,65,5.43
280000,66,5.6
285000,69,5.99
295000,66,5.5
300000,71,4.9
305000,65,5.07
310000,70,4.63
315000,65,4.7
320000,71,4.89
325000,64,5.04
330000,74,5.44
335000,74,5.44
355000,74,5.82
360000,72,5.57
365000,72,4.41
370000,71,5.6
375000,62,5.19
380000,74,6.03
385000,74,4.99
390000,73,4.27
395000,65,4.04
400000,71,4.88
405000,65,4.64
410000,65,4.81
415000,66,5.67
420000,68,4.39
425000,68,3.86
435000,67,4.62
440000,59,4.27
445000,57,4.5
450000,55,4.26
455000,56,4.33
460000,59,5.38
465000,61,5.6
470000,60,5.12
475000,58,5.15
480000,58,5.17
490000,65,3.97
495000,64,3.91
500000,67,4.57
505000,68,5.85
520000,69,5.02
525000,66,4.39
545000,66,4.75
550000,65,4.53
555000,67,4.7
560000,72,4.75
575000,69,5.29
580000,69,4.63
585000,67,4.78
590000,65,4.25
605000,51,3.47
610000,56,3.99
625000,64,4.31
630000,60,4.31
640000,30,4.1
645000,54,3.69
650000,58,4.4
665000,66,4.91
670000,69,5.34
675000,70,5.31
680000,70,5.06
685000,73,5.24
765000,84,3.71
770000,82,4.44
815000,67,4.24
825000,56,3.36
830000,68,1.26
835000,34,1.18
840000,53,2.28
845000,50,2.06
850000,40,2.61
855000,46,3.23
860000,38,3.62
865000,18,2.86
870000,7,2.67
895000,27,3.88
950000,89,1.84
