milliseconds,wind_direction,windspeed
10000,141,4.55
15000,140,5.07
20000,143,5.32
25000,158,5.52
40000,210,5.7
50000,164,4.02
55000,176,5.37
100000,197,6.93
106000,197,6.51
115000,196,6.27
140000,187,6.26
145000,190,6.26
150000,187,5.79
155000,186,5.87
160000,184,6.49
175000,195,5.63
180000,193,5.74
185000,204,4.75
190000,205,4.21
195000,202,3.79
200000,201,3.48
205000,191,3.81
210000,181,2.76
215000,180,4.96
220000,175,5.12
225000,182,4.39
230000,184,4.62
235000,169,3.77
240000,163,4.51
245000,177,4.38
250000,177,5.43
255000,177,5.47
260000,183,5.34
265000,180,4.97
270000,178,5.12
275000,173,4.23
280000,191,5.3
285000,161,3.32
290000,182,5.68
295000,184,5.16
300000,178,5.19
305000,178,5.35
310000,186,6.01
315000,180,4.9
320000,178,4.95
325000,163,4.19
330000,144,3.28
340000,170,4.36
345000,174,5.52
350000,170,5.29
355000,167,4.82
360000,175,4.66
365000,190,5.05
370000,186,6.26
375000,186,6.19
380000,178,7.02
385000,184,6.73
390000,184,7.14
395000,176,5.35
400000,177,4.75
405000,172,3.93
410000,166,4.27
415000,176,4.7
420000,171,4.85
425000,156,4.49
430000,159,4.41
435000,160,5.37
440000,179,5.48
445000,191,6.15
450000,187,6.7
455000,185,6.27
460000,186,6.14
465000,191,7.07
470000,169,4.73
490000,177,6.11
495000,192,7.23
500000,187,5.24
505000,185,4.45
510000,188,5.28
515000,192,5.47
520000,188,5.27
525000,184,6.2
530000,185,5.77
535000,180,5.8
540000,185,6.02
550000,181,5.69
555000,173,5.04
560000,170,5.34
565000,181,5.96
570000,181,6.21
575000,183,6.42
580000,189,6.59
585000,182,5.23
595000,179,6.86
610000,185,6.24
615000,182,6.58
620000,178,6.51
625000,177,6.61
630000,178,7.0
635000,179,6.6
650000,165,6.64
655000,183,6.85
660000,186,7.26
665000,182,7.25
670000,181,6.94
675000,183,6.96
680000,178,6.37
685000,176,5.76
690000,182,5.39
695000,173,5.39
700000,164,5.89
710000,181,6.03
715000,183,5.05
720000,181,5.87
725000,179,5.7
730000,182,5.81
735000,180,5.86
740000,182,6.47
755000,181,5.63
760000,183,5.77
765000,185,6.2
770000,183,5.8
775000,184,5.5
780000,185,5.33
785000,179,5.51
790000,179,6.55
795000,183,6.46
800000,187,6.73
810000,186,6.0
815000,184,6.11
820000,185,6.0
825000,187,5.76
830000,188,6.13
835000,188,6.03
845000,186,5.33
850000,188,5.83
860000,190,6.13
865000,191,5.47
870000,186,5.32
875000,183,6.14
880000,192,5.42
885000,181,5.49
890000,188,4.92
895000,187,5.05
900000,189,5.28
905000,190,5.43
910000,186,5.64
915000,188,5.42
920000,186,6.18
925000,189,6.55
930000,189,6.19
940000,209,6.25
950000,193,5.82
955000,196,5.81
960000,197,5.57
965000,194,5.57
975000,185,6.45
980000,186,5.46
985000,183,5.68
990000,183,6.19
995000,180,5.87
1000000,184,5.5
1005000,182,5.09
1010000,193,5.03
1015000,193,5.09
1030000,171,4.1
1035000,169,5.27
1040000,167,5.47
1045000,174,5.12
1050000,177,4.73
1055000,174,5.27
1075000,191,5.59
1125000,148,2.68
