milliseconds,wind_direction,windspeed
10000,60,0.75
15000,73,4.35
35000,54,4.22
40000,48,2.84
45000,53,2.62
50000,52,3.25
55000,56,4.03
60000,62,4.95
65000,60,5.0
70000,50,5.38
75000,46,6.35
160000,82,4.36
165000,80,4.75
190000,86,6.41
195000,75,5.34
200000,77,5.19
205000,83,5.03
225000,71,5.62
240000,87,4.94
245000,85,5.8
250000,83,5.26
255000,86,6.5
280000,82,6.01
285000,85,6.87
290000,87,7.42
305000,87,8.15
310000,88,7.76
315000,87,8.41
320000,83,9.64
325000,85,10.11
330000,81,9.98
335000,82,10.14
350000,82,8.42
355000,74,8.76
370000,77,8.84
375000,79,7.4
380000,69,7.58
405000,81,8.49
415000,73,7.85
420000,75,8.07
425000,79,8.32
430000,73,7.56
435000,67,7.56
440000,73,7.48
445000,67,7.16
450000,57,6.89
455000,57,7.21
465000,72,6.7
475000,69,8.53
480000,71,8.34
485000,67,8.66
490000,62,8.52
495000,63,6.63
505000,75,6.45
515000,52,7.16
535000,51,7.42
540000,48,6.74
545000,50,6.47
550000,47,6.68
555000,48,7.04
570000,50,6.42
575000,48,6.97
580000,49,6.71
585000,55,6.6
590000,50,6.94
595000,52,7.1
600000,54,7.17
610000,55,6.36
615000,47,6.02
620000,51,6.56
625000,58,6.19
645000,55,7.02
650000,60,6.41
655000,58,6.14
660000,53,6.48
665000,54,6.87
670000,54,6.99
675000,54,6.76
690000,54,7.91
705000,43,5.84
710000,52,5.49
725000,48,6.94
730000,51,6.95
735000,52,7.0
740000,45,6.55
745000,59,8.21
750000,52,7.31
755000,50,6.71
760000,57,8.07
765000,55,6.83
770000,56,6.96
775000,49,6.33
780000,49,6.26
785000,56,6.72
790000,57,7.16
795000,61,8.16
800000,57,8.47
805000,48,8.31
810000,55,6.85
825000,63,7.62
830000,64,8.15
835000,61,7.85
840000,61,7.62
845000,52,7.69
850000,50,8.21
855000,51,8.56
860000,59,6.94
865000,63,7.4
875000,64,9.4
880000,58,8.61
885000,62,8.51
890000,65,9.25
895000,69,8.56
900000,74,8.29
905000,73,8.78
920000,72,8.71
925000,67,9.05
940000,71,7.98
945000,73,7.34
950000,63,8.14
955000,60,8.71
960000,64,8.26
965000,56,8.03
970000,53,7.55
985000,52,8.54
990000,51,8.95
995000,58,8.55
1000000,54,9.2
1005000,55,9.06
1010000,59,8.76
1015000,59,8.92
1020000,62,8.53
1025000,64,9.0
1030000,71,8.18
1035000,74,7.19
1040000,73,8.96
1045000,61,6.72
1050000,67,6.62
1075000,46,8.46
1120000,22,0.91
1125000,143,1.22
