milliseconds,wind_direction,windspeed
20000,108,3.31
25000,100,4.74
30000,96,5.17
35000,85,4.4
40000,88,3.67
45000,92,4.45
50000,98,3.84
55000,110,3.38
60000,103,3.61
65000,95,3.48
160000,71,3.09
205000,79,2.36
240000,73,3.0
245000,82,3.3
265000,91,3.54
270000,89,2.65
275000,86,3.72
280000,90,3.79
285000,99,2.97
290000,97,2.66
295000,72,2.95
300000,71,3.31
310000,88,3.66
315000,79,3.3
320000,70,3.25
325000,77,3.07
330000,81,2.97
335000,120,2.17
340000,119,2.29
355000,113,1.41
360000,157,1.63
365000,137,1.93
370000,96,3.23
375000,93,3.61
380000,85,3.76
395000,71,3.69
400000,79,3.75
405000,75,4.0
410000,86,4.16
415000,88,4.49
420000,91,3.95
425000,100,3.66
430000,94,3.59
435000,96,3.75
440000,95,3.74
455000,89,3.62
475000,99,3.54
480000,106,3.4
485000,107,3.54
490000,103,3.79
495000,100,3.78
500000,101,3.49
505000,102,3.23
515000,102,3.07
520000,98,2.41
525000,97,2.73
535000,92,0.98
540000,78,2.71
545000,79,3.4
565000,94,4.16
570000,101,3.48
575000,88,3.73
580000,87,4.58
690000,71,4.07
755000,83,4.36
760000,89,4.29
765000,85,5.12
785000,94,4.44
790000,94,4.69
810000,90,4.55
815000,95,4.32
820000,95,5.22
825000,94,3.43
830000,90,3.12
850000,91,3.02
855000,98,2.85
860000,101,3.76
865000,81,3.66
870000,85,3.51
880000,105,3.32
885000,93,3.35
890000,92,3.67
895000,105,2.74
900000,95,3.34
905000,81,2.43
945000,84,3.03
955000,89,3.53
990000,94,3.21
995000,119,1.84
1005000,103,2.09
1010000,95,2.94
1025000,62,3.77
1055000,51,2.3
1060000,50,2.24
1065000,59,4.14
1070000,71,3.79
1075000,77,2.96
1095000,5,1.92
1100000,78,0.08
1105000,17,0.23
1110000,227,0.81
1115000,116,0.36
1120000,52,0.71
1125000,210,0.94
1130000,178,0.16
1135000,257,0.58
1140000,351,1.05
1145000,20,1.06
1150000,293,1.31
1155000,313,1.74
1160000,351,2.35
1180000,335,2.97
1185000,342,5.09
