milliseconds,wind_direction,windspeed
20000,167,3.11
25000,177,2.78
30000,172,2.78
35000,178,2.99
45000,161,1.65
55000,235,2.28
65000,202,0.79
75000,183,3.09
95000,87,2.81
140000,91,3.02
150000,87,3.18
165000,94,3.3
175000,88,3.05
190000,85,2.69
215000,92,2.59
230000,90,2.45
255000,79,2.35
260000,82,2.19
265000,83,2.01
270000,86,1.67
275000,89,1.59
290000,86,1.32
295000,91,2.03
300000,86,2.25
315000,99,1.93
320000,83,2.15
330000,108,2.24
335000,102,2.5
340000,92,2.69
345000,108,2.78
360000,96,3.06
370000,119,2.89
375000,111,2.98
385000,127,3.53
390000,121,3.22
395000,112,3.09
400000,105,3.07
405000,105,2.96
415000,105,2.16
425000,93,1.65
435000,107,2.12
440000,99,2.24
455000,98,2.34
470000,83,2.33
475000,80,2.19
480000,88,2.17
495000,103,2.43
500000,98,2.52
510000,104,2.61
515000,105,3.41
525000,111,2.52
530000,107,2.72
535000,105,2.74
550000,94,2.96
555000,90,3.59
560000,86,3.43
565000,94,2.87
570000,61,2.42
585000,109,2.31
590000,107,1.66
605000,42,2.14
620000,82,1.93
640000,85,2.83
650000,94,2.81
660000,81,2.5
665000,82,2.52
695000,104,2.71
705000,69,2.43
755000,103,2.0
760000,102,1.72
765000,113,1.34
770000,90,1.58
775000,97,1.61
780000,110,2.02
795000,81,1.9
800000,64,2.28
805000,66,2.33
810000,60,2.92
815000,49,3.04
