milliseconds,wind_direction,windspeed
15000,164,6.73
20000,172,6.33
25000,176,7.01
30000,172,7.57
45000,184,5.49
65000,197,6.62
70000,187,6.51
120000,203,7.47
135000,199,5.88
140000,201,6.4
150000,202,6.87
160000,210,6.2
165000,203,6.95
185000,204,6.62
190000,193,6.01
195000,195,4.9
200000,202,5.48
205000,204,5.65
210000,204,5.46
215000,204,5.32
220000,210,5.35
225000,211,5.03
230000,214,5.56
235000,191,4.1
240000,205,4.96
245000,200,5.45
250000,202,6.3
255000,201,5.64
260000,198,6.57
265000,198,6.12
270000,204,5.69
275000,198,5.32
295000,195,5.76
300000,200,6.07
305000,199,6.37
310000,197,6.0
315000,204,5.97
320000,208,6.05
325000,194,6.39
330000,184,5.55
340000,210,5.6
345000,194,4.9
350000,179,4.05
355000,194,5.53
365000,211,6.14
375000,203,5.54
380000,192,4.84
385000,202,4.95
395000,197,4.39
400000,184,4.55
405000,184,4.93
415000,207,5.01
420000,206,4.58
425000,205,4.32
430000,195,4.1
435000,169,4.81
440000,183,4.59
445000,176,4.47
455000,178,6.45
460000,182,6.74
470000,165,5.87
475000,167,5.91
480000,202,6.65
485000,176,5.37
490000,168,6.06
610000,160,4.94
615000,162,5.67
620000,158,5.26
625000,162,4.73
630000,162,4.32
635000,158,5.15
650000,152,4.71
685000,162,4.49
700000,142,4.03
710000,150,5.26
715000,156,4.99
725000,137,4.11
730000,144,4.67
735000,154,5.85
740000,172,6.4
750000,166,4.13
780000,152,4.02
785000,148,3.89
800000,146,4.31
805000,141,4.47
810000,146,4.79
815000,149,4.94
840000,145,4.49
850000,147,5.79
855000,146,5.53
860000,151,5.64
865000,146,5.45
910000,134,4.65
915000,147,4.31
920000,145,4.49
925000,136,4.77
930000,134,4.06
935000,144,3.52
945000,144,3.28
960000,147,3.74
965000,145,4.38
970000,148,4.87
975000,151,4.68
980000,153,4.62
985000,153,3.96
990000,154,3.74
995000,151,3.87
1000000,154,3.54
1005000,156,3.56
1010000,144,3.49
1015000,141,3.36
1020000,146,3.56
1025000,142,3.38
1030000,130,3.39
1050000,135,2.94
1055000,140,3.82
1060000,155,3.82
1065000,155,3.62
1070000,157,3.79
1075000,164,3.52
1080000,168,3.87
1085000,169,3.74
1090000,166,4.21
1095000,174,4.46
1115000,205,2.91
