milliseconds,wind_direction,windspeed
10000,167,3.34
15000,173,3.94
20000,171,3.71
25000,169,3.55
30000,177,3.98
35000,178,4.9
55000,149,2.86
60000,171,4.46
80000,182,3.21
215000,175,4.97
220000,173,5.23
225000,169,4.85
230000,173,4.69
235000,175,4.87
240000,179,4.7
245000,168,4.93
250000,173,4.84
255000,174,4.35
260000,176,4.32
265000,183,3.98
270000,184,4.25
275000,178,4.49
280000,174,4.54
285000,171,4.21
290000,166,3.77
295000,167,4.29
300000,163,3.92
310000,169,4.92
315000,170,4.92
320000,169,4.82
340000,162,3.67
345000,152,3.27
350000,156,2.92
355000,161,2.98
360000,160,3.14
365000,153,3.39
370000,151,4.21
375000,162,4.49
380000,169,3.91
385000,170,3.89
390000,172,3.86
415000,158,4.48
430000,166,4.33
435000,167,4.26
440000,164,4.96
445000,162,4.36
450000,168,4.28
455000,173,4.11
460000,172,4.46
485000,168,3.98
490000,164,4.16
495000,166,4.03
500000,166,3.97
505000,165,3.77
510000,170,3.86
515000,168,3.74
520000,164,3.8
555000,167,3.66
565000,168,3.39
570000,162,3.75
575000,162,3.68
580000,164,3.75
605000,164,3.59
615000,160,3.07
620000,164,3.58
625000,158,3.58
630000,166,4.15
635000,167,3.91
640000,170,3.71
645000,169,3.49
650000,163,3.44
655000,160,3.56
661000,162,4.02
680000,145,3.71
695000,162,3.72
700000,157,3.53
705000,162,3.62
715000,158,3.68
720000,162,3.41
730000,167,3.45
740000,166,3.75
745000,167,3.84
795000,172,4.28
905000,181,4.34
910000,181,4.35
920000,187,4.15
950000,171,4.09
955000,171,4.13
975000,171,3.99
980000,173,3.94
985000,173,3.66
990000,172,3.73
995000,170,3.69
1000000,169,3.65
1005000,169,4.44
1020000,165,2.43
1025000,178,3.61
1030000,175,3.66
1035000,183,3.99
1040000,175,3.61
1045000,170,3.33
1050000,177,3.56
1055000,172,3.3
1060000,165,3.08
1065000,167,2.93
1070000,174,3.29
1075000,164,3.08
1080000,169,3.14
1085000,176,3.33
1090000,174,3.08
1095000,169,3.11
1120000,191,3.64
1165000,167,1.9
1170000,160,1.85
