milliseconds,wind_direction,windspeed
15000,50,2.47
20000,51,2.36
25000,51,2.16
30000,46,2.38
35000,39,2.17
50000,14,1.48
55000,327,1.22
60000,322,1.3
65000,17,1.87
70000,328,0.48
75000,72,0.2
80000,359,1.36
95000,336,1.04
125000,60,1.59
130000,83,2.33
140000,58,2.05
150000,58,2.55
155000,55,1.76
160000,60,2.02
175000,47,3.24
185000,42,3.84
190000,37,4.06
195000,36,3.83
200000,33,3.44
205000,42,3.59
210000,46,3.08
215000,42,2.94
220000,45,2.88
225000,46,3.72
230000,48,3.78
235000,55,3.52
240000,53,3.21
245000,51,3.09
250000,48,2.88
255000,57,2.59
265000,42,3.08
270000,39,3.17
275000,54,3.24
280000,57,3.35
285000,60,2.65
290000,72,0.94
295000,56,0.6
300000,60,1.46
305000,48,3.06
315000,54,3.25
320000,59,2.67
360000,31,1.26
460000,27,1.95
475000,40,1.79
480000,20,1.69
485000,28,2.16
495000,36,2.77
500000,42,2.83
505000,36,2.7
510000,51,2.89
515000,36,2.41
520000,46,2.74
525000,39,2.74
530000,53,3.16
540000,54,3.12
545000,73,3.12
550000,70,3.65
555000,76,3.22
560000,79,3.51
570000,14,3.03
575000,34,3.14
580000,33,2.56
585000,41,3.19
590000,66,3.23
595000,69,3.69
600000,74,3.78
605000,79,2.84
610000,52,1.98
615000,108,1.82
620000,64,1.48
625000,57,1.59
630000,56,1.87
635000,40,2.59
640000,43,2.57
645000,76,2.77
650000,86,3.14
655000,45,3.65
660000,65,3.89
665000,72,3.79
670000,42,3.62
675000,38,3.74
680000,36,4.15
685000,36,3.8
690000,49,3.73
695000,42,3.48
700000,73,2.43
705000,55,2.77
710000,43,2.56
715000,49,2.42
720000,73,2.84
725000,54,3.15
730000,52,3.58
735000,53,3.88
740000,50,3.41
745000,86,3.1
750000,83,2.5
755000,65,1.87
760000,50,2.36
765000,22,2.44
770000,15,2.69
775000,7,2.74
780000,39,1.1
785000,17,1.89
805000,53,3.97
815000,38,2.74
845000,2,3.56
850000,2,3.74
865000,14,4.01
870000,6,4.29
880000,18,3.38
885000,15,3.37
890000,11,3.12
895000,9,3.18
900000,0,3.32
905000,24,3.58
910000,25,3.85
915000,19,3.68
920000,17,4.2
925000,16,3.45
930000,19,3.13
935000,24,3.29
940000,21,3.32
945000,17,3.48
950000,20,3.7
955000,13,4.32
960000,19,4.24
965000,29,4.29
970000,18,4.18
975000,29,4.48
980000,30,4.38
985000,28,3.84
1000000,25,4.0
1005000,26,3.74
1010000,26,3.83
1015000,25,3.57
1020000,22,3.61
1025000,16,3.83
1030000,27,3.7
1035000,19,3.07
1040000,22,3.04
1045000,38,4.12
1050000,23,3.92
1055000,38,2.43
1060000,21,3.23
1065000,23,2.95
1070000,17,2.95
1085000,88,4.15
1090000,114,3.59
1095000,119,3.81
1100000,142,2.57
1105000,126,2.82
1110000,86,2.04
1115000,73,2.3
1140000,53,4.23
1145000,51,3.78
