milliseconds,wind_direction,windspeed
15000,36,5.28
20000,45,6.44
25000,50,6.83
40000,45,8.31
45000,49,8.8
50000,49,7.03
55000,46,5.79
65000,56,4.76
70000,63,6.32
75000,66,6.68
80000,65,6.61
85000,71,6.08
90000,65,6.68
100000,62,7.38
105000,58,6.73
110000,50,6.72
115000,55,7.04
120000,51,7.04
125000,52,7.29
130000,50,7.1
135000,51,6.68
140000,45,7.43
145000,40,7.49
150000,42,7.57
155000,39,6.83
160000,42,7.45
165000,47,7.04
170000,44,8.51
175000,35,8.16
180000,38,6.94
185000,54,6.57
190000,56,6.46
195000,51,7.73
200000,52,7.57
205000,39,8.4
210000,40,8.3
215000,40,8.29
220000,40,8.15
225000,43,8.88
230000,50,8.07
235000,49,6.92
240000,45,6.69
245000,43,6.0
250000,43,6.25
255000,34,8.36
260000,39,8.0
265000,37,8.35
270000,48,7.86
275000,51,8.58
280000,47,8.83
285000,54,8.2
290000,56,8.0
295000,52,7.7
300000,57,8.53
305000,51,9.22
310000,48,8.19
315000,53,8.06
320000,57,8.22
325000,57,8.18
330000,50,8.44
335000,50,8.27
340000,48,8.3
345000,48,8.19
350000,47,8.48
355000,49,8.26
360000,49,8.08
365000,51,7.88
370000,44,7.81
375000,46,7.9
380000,51,8.26
385000,49,8.87
390000,48,8.63
395000,48,8.65
400000,50,8.34
410000,50,8.13
425000,48,7.02
435000,55,6.95
440000,54,7.14
445000,36,7.7
450000,33,7.12
455000,31,6.95
460000,38,6.95
465000,23,8.54
480000,39,6.15
500000,38,8.86
505000,55,8.82
520000,49,7.26
540000,65,6.51
545000,62,6.74
555000,56,8.89
560000,61,7.93
565000,58,8.78
570000,58,7.41
590000,54,6.59
595000,57,6.47
600000,53,7.58
605000,50,7.17
610000,50,7.71
620000,55,8.07
635000,36,8.06
640000,42,7.57
645000,42,7.8
650000,43,8.89
655000,54,8.13
660000,63,7.64
665000,59,7.83
670000,59,7.48
690000,58,7.63
695000,55,6.01
700000,53,7.21
720000,54,7.38
725000,58,7.68
730000,48,8.46
745000,32,7.91
750000,37,7.6
755000,35,7.14
760000,36,6.98
765000,35,6.82
770000,20,7.37
775000,47,6.41
780000,36,6.18
785000,30,6.33
790000,47,5.62
795000,37,5.94
800000,52,6.27
805000,54,7.46
820000,43,7.38
825000,51,6.31
835000,45,7.44
855000,44,7.43
860000,40,6.05
865000,38,6.47
870000,45,5.85
875000,24,6.43
890000,35,5.58
895000,23,5.86
900000,29,5.77
905000,41,6.8
910000,51,6.65
915000,54,7.15
930000,45,7.35
935000,56,7.31
940000,62,7.14
945000,63,6.94
950000,67,7.78
955000,55,7.45
970000,51,7.22
975000,73,6.34
980000,68,7.28
985000,68,6.88
990000,70,6.29
995000,76,6.21
1000000,68,6.65
1005000,68,7.0
1010000,59,6.76
1015000,59,7.53
1020000,71,6.41
1025000,69,8.11
1045000,95,4.9
1090000,113,0.57
