milliseconds,wind_direction,windspeed
15000,208,3.49
20000,216,3.82
25000,207,5.03
30000,201,5.55
35000,202,5.29
40000,202,5.37
45000,201,5.6
65000,186,3.35
70000,198,4.01
75000,212,4.18
85000,216,3.62
130000,198,4.68
140000,190,4.45
150000,181,4.57
155000,183,4.21
160000,180,4.31
165000,178,4.35
170000,177,4.39
195000,180,4.31
200000,181,4.17
205000,183,4.23
210000,185,4.07
215000,185,3.76
220000,179,4.37
225000,179,4.32
230000,178,4.16
235000,180,3.98
240000,178,4.49
245000,178,4.28
250000,179,4.32
255000,183,4.28
260000,180,4.4
265000,180,4.61
270000,181,4.45
275000,179,4.42
280000,181,4.31
285000,186,4.0
290000,184,3.94
295000,189,3.48
300000,183,3.69
305000,185,4.08
310000,183,4.28
315000,178,4.45
320000,170,4.67
325000,175,4.04
330000,179,4.11
335000,176,4.46
340000,176,4.25
345000,180,4.16
350000,185,3.91
355000,180,4.18
360000,178,4.15
365000,178,3.94
370000,178,4.06
375000,176,4.21
380000,174,4.4
385000,174,4.04
390000,179,4.12
395000,179,4.1
400000,181,4.19
405000,177,3.96
410000,177,3.93
415000,171,4.15
420000,182,4.03
425000,183,4.01
430000,182,3.99
435000,176,4.06
440000,174,3.7
445000,176,3.68
450000,184,3.68
455000,181,4.12
460000,185,3.69
465000,191,3.62
470000,184,3.89
475000,184,3.61
480000,189,3.51
485000,180,3.74
490000,190,3.94
495000,189,4.1
500000,196,4.31
505000,189,3.94
510000,186,4.03
515000,192,4.49
520000,192,4.54
525000,187,3.62
530000,195,3.56
535000,198,3.53
540000,198,3.41
545000,203,3.5
550000,201,3.42
555000,202,3.23
560000,194,3.43
565000,192,3.76
570000,192,3.76
575000,183,3.88
580000,183,3.91
585000,181,3.94
590000,182,3.81
595000,181,3.67
600000,182,3.28
605000,186,3.35
610000,190,3.36
615000,191,3.44
620000,193,3.46
625000,195,2.99
630000,176,2.88
635000,189,3.06
640000,189,3.01
645000,181,3.13
650000,190,3.21
655000,190,3.67
660000,199,3.54
665000,199,3.37
670000,195,3.05
675000,201,2.89
680000,191,3.09
685000,195,2.97
690000,195,3.01
695000,188,3.71
700000,189,3.35
705000,191,2.76
710000,193,2.54
715000,194,2.92
720000,190,3.21
725000,187,3.36
730000,185,3.45
735000,182,3.59
740000,181,3.87
745000,187,3.42
750000,188,3.41
755000,194,3.39
760000,190,3.08
765000,186,3.46
770000,188,3.29
775000,187,3.21
780000,191,3.29
785000,186,3.32
790000,186,3.29
795000,184,3.66
800000,184,3.51
805000,182,3.79
810000,183,4.14
815000,184,4.53
820000,188,4.26
825000,188,4.25
830000,189,3.98
835000,194,4.29
840000,190,4.24
845000,189,4.19
850000,194,3.96
855000,190,4.16
860000,191,4.15
865000,193,3.86
870000,192,3.84
875000,195,3.82
880000,195,3.97
885000,193,3.46
890000,196,3.23
895000,197,3.07
900000,195,3.07
905000,194,2.93
910000,194,3.32
915000,193,3.51
920000,192,3.41
925000,190,3.27
930000,190,3.08
935000,191,3.02
940000,190,3.26
945000,194,3.51
950000,191,3.47
955000,192,3.47
960000,193,3.48
965000,195,3.37
970000,195,3.22
975000,197,3.39
980000,192,3.42
985000,191,3.57
990000,193,3.39
995000,196,3.58
1000000,195,3.52
1005000,191,3.37
1010000,193,3.58
1015000,189,3.58
1020000,193,3.66
1025000,192,3.49
1030000,192,3.51
1035000,194,3.55
1040000,194,3.54
1045000,195,3.51
1050000,197,3.71
1055000,199,3.71
1060000,199,3.56
1065000,200,3.64
1070000,198,3.51
1075000,197,3.51
1080000,199,3.78
1085000,198,3.89
1090000,199,3.9
1095000,199,3.78
1100000,193,3.82
1105000,196,3.81
1110000,198,3.77
1115000,196,3.81
1120000,196,3.77
1125000,197,3.64
1140000,171,3.65
1145000,185,4.05
1150000,186,4.27
1155000,188,4.69
1160000,188,4.34
1165000,187,3.96
1170000,191,4.66
1190000,205,4.09
1245000,219,3.13
