milliseconds,wind_direction,windspeed
10000,27,1.31
15000,49,1.9
20000,37,1.93
25000,29,1.79
35000,215,1.16
45000,126,1.82
50000,92,1.97
80000,26,4.33
85000,34,2.58
90000,36,2.68
95000,29,1.9
100000,38,2.56
105000,45,2.9
110000,46,2.49
115000,49,3.3
120000,46,3.03
125000,40,3.5
150000,35,2.97
155000,35,3.21
160000,39,2.92
165000,41,3.16
170000,36,3.0
175000,36,2.44
180000,39,3.21
185000,37,3.03
190000,38,3.11
195000,47,3.43
200000,48,3.41
205000,45,2.91
210000,51,2.9
215000,49,3.21
220000,47,3.44
225000,44,3.19
230000,37,3.21
235000,37,2.31
240000,40,1.99
245000,41,2.39
250000,40,2.75
255000,38,2.9
260000,55,2.71
265000,57,2.54
270000,60,2.38
275000,54,2.24
280000,49,2.08
285000,52,2.24
290000,54,2.55
295000,50,2.94
300000,36,3.32
315000,50,3.23
320000,49,2.82
325000,49,2.55
330000,42,3.12
335000,43,3.46
340000,46,3.49
345000,48,3.83
350000,45,3.51
355000,42,3.17
360000,40,3.45
365000,44,3.77
370000,45,3.75
375000,49,3.34
380000,53,3.64
385000,45,3.38
390000,82,2.23
395000,71,3.01
400000,78,2.68
405000,89,2.71
410000,63,3.04
415000,59,3.53
425000,54,2.12
430000,46,2.22
435000,50,1.33
445000,40,3.81
450000,29,2.14
455000,48,2.59
460000,32,1.57
465000,25,1.86
470000,33,1.71
480000,52,3.45
485000,64,0.93
490000,63,2.19
495000,61,2.9
500000,50,2.7
505000,53,3.03
510000,81,2.18
515000,82,2.4
520000,63,2.14
525000,32,3.74
530000,20,2.74
535000,30,3.11
540000,39,2.62
545000,36,2.5
550000,42,2.49
555000,45,2.54
560000,64,2.2
565000,59,2.47
570000,72,2.56
575000,48,2.57
580000,67,2.02
585000,65,1.92
590000,67,1.89
595000,66,2.18
600000,55,1.93
610000,53,1.55
615000,61,2.82
620000,46,2.15
625000,72,1.17
630000,64,1.35
635000,41,1.63
640000,45,1.6
645000,46,1.43
650000,42,0.69
655000,73,0.98
660000,44,1.37
665000,42,2.2
670000,43,1.22
675000,43,0.93
680000,41,1.5
685000,72,0.95
690000,38,1.11
695000,59,1.63
700000,41,1.15
705000,50,1.59
710000,56,1.59
715000,59,1.87
720000,69,2.31
725000,42,3.28
730000,48,2.49
735000,63,1.01
740000,66,3.52
745000,59,2.44
750000,77,1.81
755000,47,3.07
760000,37,3.16
765000,58,2.34
770000,63,2.07
775000,53,2.68
780000,60,2.66
785000,55,2.83
790000,47,3.22
795000,47,3.41
800000,49,3.73
805000,48,3.77
810000,53,3.73
815000,38,3.14
820000,53,2.94
825000,56,3.4
830000,64,2.95
835000,62,2.96
840000,66,2.92
845000,62,2.94
850000,63,3.6
860000,64,2.4
875000,56,2.81
880000,56,3.32
885000,57,3.22
890000,49,3.09
895000,43,3.55
900000,43,3.53
905000,47,3.8
910000,48,3.55
915000,46,3.33
920000,51,3.4
925000,53,3.28
930000,51,3.83
935000,45,3.55
940000,48,4.06
945000,44,3.91
950000,40,4.04
955000,48,4.09
960000,47,4.06
965000,48,4.11
970000,34,4.11
975000,45,3.5
980000,53,2.78
1015000,47,3.05
1025000,45,3.26
1030000,51,2.85
1035000,48,2.29
1040000,32,2.12
1045000,37,2.63
1050000,33,2.41
1055000,34,2.64
1060000,37,3.01
1065000,40,3.14
1070000,44,3.15
1075000,44,2.91
1080000,48,2.94
1085000,50,3.28
1090000,49,2.55
1095000,34,2.66
1100000,35,3.56
1115000,22,0.98
1120000,25,3.12
1125000,50,2.73
1130000,30,2.75
1155000,69,1.61
