milliseconds,wind_direction,windspeed
15000,13,0.68
20000,16,1.73
25000,23,1.46
30000,50,1.47
35000,40,1.88
60000,38,2.89
65000,100,2.14
70000,77,2.54
75000,73,1.74
80000,77,2.01
110000,47,2.08
115000,84,1.74
120000,63,1.9
135000,57,2.67
150000,35,1.32
155000,31,1.63
165000,40,0.59
170000,148,0.97
175000,168,0.67
180000,165,1.05
195000,355,0.84
255000,17,0.63
265000,31,1.13
270000,31,0.58
275000,220,0.53
285000,43,0.97
290000,214,0.32
295000,290,0.38
300000,263,0.66
305000,262,1.0
325000,34,1.01
330000,145,0.27
335000,221,0.69
340000,215,0.54
345000,209,1.14
350000,243,0.27
355000,16,0.4
360000,165,0.3
365000,22,1.11
370000,5,0.9
375000,28,0.73
380000,300,0.45
385000,218,0.8
390000,326,0.34
395000,211,1.38
400000,224,0.7
405000,259,0.61
410000,247,1.26
435000,223,1.02
440000,213,0.86
445000,213,0.83
495000,96,0.23
505000,207,1.63
520000,294,1.26
535000,236,0.93
540000,250,0.54
545000,191,0.82
550000,208,0.78
555000,270,1.39
560000,290,2.0
570000,221,0.92
575000,224,1.46
580000,244,2.97
590000,234,2.11
595000,244,0.65
600000,234,1.14
605000,280,1.09
615000,189,0.42
620000,77,2.32
625000,194,0.55
630000,73,0.37
635000,16,0.24
640000,116,0.33
645000,270,0.3
650000,17,0.91
655000,336,0.46
660000,3,0.61
665000,319,0.26
670000,326,0.5
675000,312,0.19
680000,350,0.72
685000,359,0.66
690000,45,1.63
695000,274,0.76
700000,21,0.27
705000,95,0.28
710000,217,0.15
715000,252,0.31
720000,122,0.46
725000,142,1.06
730000,154,0.89
735000,217,0.32
740000,242,0.86
745000,218,1.4
750000,219,0.92
755000,205,0.61
765000,217,1.49
770000,221,0.58
775000,173,0.26
780000,260,0.32
785000,234,0.94
790000,223,0.55
795000,217,0.52
815000,29,0.79
820000,47,1.28
825000,49,1.53
830000,80,0.69
835000,55,0.78
840000,55,0.51
845000,54,0.44
850000,41,0.25
855000,345,0.27
860000,331,0.34
865000,258,1.03
880000,332,0.32
885000,317,0.29
890000,332,0.42
895000,235,0.6
900000,307,0.89
905000,156,0.76
910000,343,0.22
915000,292,0.34
920000,351,0.28
925000,40,0.83
930000,39,0.95
935000,15,1.02
940000,14,0.92
945000,17,0.98
950000,21,1.1
960000,36,1.59
965000,31,1.37
970000,37,1.88
975000,23,1.17
980000,43,1.99
985000,33,1.85
990000,21,2.29
995000,24,1.91
1000000,20,1.86
1005000,32,2.18
1020000,43,2.0
1025000,45,1.93
1030000,51,1.95
1035000,49,2.0
1040000,43,1.86
1045000,33,1.95
1050000,36,2.06
1055000,50,1.75
1060000,35,0.75
1065000,48,1.27
1070000,42,0.68
1075000,37,0.67
1080000,45,0.82
1085000,21,0.97
1090000,23,0.76
1110000,17,4.13
1115000,24,4.97
1120000,22,3.16
1145000,50,3.21
1195000,339,1.33
1200000,323,1.71
1205000,317,1.25
