milliseconds,wind_direction,windspeed
10000,49,2.69
15000,62,2.8
20000,69,5.44
25000,85,4.28
30000,86,4.87
35000,71,4.61
40000,77,3.7
45000,67,4.35
65000,63,2.73
70000,73,3.58
75000,84,6.18
80000,79,4.84
85000,83,3.94
90000,86,4.6
95000,98,4.29
100000,81,3.36
105000,90,2.88
110000,93,3.45
115000,87,3.65
120000,101,2.84
135000,110,3.97
140000,109,4.37
145000,102,3.66
150000,99,3.16
155000,95,3.61
160000,106,3.88
165000,117,3.57
170000,117,3.45
175000,115,2.51
180000,105,2.88
185000,151,2.27
190000,107,3.73
195000,115,3.4
200000,106,4.1
205000,113,3.21
210000,90,2.7
215000,82,3.56
220000,85,3.47
225000,84,4.79
230000,72,3.75
235000,69,3.94
240000,79,3.75
245000,92,3.22
250000,105,3.38
255000,116,3.06
265000,101,3.19
270000,101,3.38
275000,100,2.44
280000,101,2.43
285000,89,3.39
295000,86,3.21
305000,81,2.86
315000,87,3.12
345000,75,2.08
350000,82,1.93
370000,92,1.46
375000,79,1.16
380000,90,1.1
385000,81,1.05
390000,85,1.71
395000,88,1.23
405000,80,1.84
415000,71,1.77
485000,109,0.54
490000,211,1.45
590000,104,0.71
605000,182,2.17
610000,158,1.58
615000,181,2.7
620000,186,1.36
625000,66,0.79
630000,172,1.01
650000,158,3.69
655000,144,3.12
675000,155,4.86
680000,164,6.02
