milliseconds,wind_direction,windspeed
10000,109,1.36
15000,100,2.08
20000,90,1.66
25000,66,2.35
45000,19,1.69
50000,26,2.88
60000,42,2.93
85000,83,2.53
100000,99,3.15
105000,91,3.11
110000,81,3.09
115000,97,2.75
120000,101,2.87
125000,86,3.13
130000,82,2.87
135000,84,3.15
140000,92,3.2
145000,103,3.35
150000,110,3.08
155000,112,2.97
160000,120,2.61
165000,142,1.95
170000,146,1.71
175000,135,1.75
180000,126,1.71
185000,116,1.79
190000,106,2.08
195000,82,2.5
200000,68,2.99
205000,73,2.55
210000,74,2.65
215000,73,2.8
220000,76,2.47
225000,78,2.11
230000,69,1.69
235000,73,1.92
240000,83,1.87
245000,85,1.93
250000,59,2.68
255000,54,2.87
260000,83,2.61
265000,40,2.69
270000,48,2.13
275000,57,2.79
280000,54,3.54
285000,42,3.47
290000,53,3.41
295000,58,2.84
300000,60,2.68
305000,50,2.69
310000,53,2.86
315000,50,2.59
320000,57,2.82
325000,73,3.01
330000,64,2.27
335000,67,2.62
340000,65,2.34
345000,62,1.77
350000,80,1.2
355000,67,1.82
360000,77,2.48
365000,99,2.77
380000,107,2.24
385000,141,2.38
390000,130,2.44
395000,103,1.92
400000,76,2.31
405000,68,2.56
410000,69,2.37
415000,66,2.28
420000,78,2.56
425000,84,2.18
430000,82,3.17
435000,82,3.26
440000,90,3.26
445000,89,3.39
450000,77,3.92
455000,65,3.75
460000,62,2.88
465000,77,2.74
470000,73,2.29
480000,61,2.94
485000,65,2.72
490000,72,2.98
495000,88,2.37
500000,92,2.12
505000,97,2.48
510000,98,2.77
515000,106,3.11
520000,106,3.41
525000,89,3.94
530000,76,4.32
535000,81,4.12
540000,79,4.9
545000,81,4.73
550000,78,4.81
555000,81,4.39
560000,75,4.49
565000,79,4.49
570000,75,4.71
575000,78,4.6
580000,81,4.08
585000,76,4.96
590000,78,4.89
595000,79,4.99
600000,76,5.36
605000,68,5.71
610000,72,5.57
615000,77,5.76
620000,70,5.78
625000,65,5.52
630000,64,5.49
635000,64,5.37
640000,65,5.41
645000,61,5.06
650000,64,5.35
655000,67,5.26
660000,66,4.76
665000,69,4.62
670000,71,4.45
675000,69,4.69
680000,78,4.27
685000,76,4.44
690000,82,4.39
695000,70,4.28
700000,72,4.73
705000,79,5.12
710000,74,5.2
715000,77,4.97
720000,77,5.16
725000,82,5.37
730000,71,5.67
735000,69,5.66
740000,67,5.71
745000,78,5.17
750000,72,4.91
755000,84,4.87
760000,65,4.96
765000,61,4.18
770000,65,3.9
775000,57,4.28
780000,57,4.97
785000,61,4.53
790000,59,4.14
795000,36,4.32
800000,44,4.94
805000,44,4.9
810000,45,5.17
815000,28,4.65
820000,36,4.73
825000,43,5.12
830000,37,5.32
835000,36,5.25
840000,36,5.22
845000,39,5.36
850000,45,5.4
855000,38,5.46
860000,42,4.35
865000,57,4.16
870000,57,4.53
875000,57,4.94
880000,51,4.82
885000,35,4.74
890000,40,4.53
895000,44,4.9
900000,43,4.79
905000,55,4.66
910000,55,4.88
915000,59,4.49
920000,59,4.72
925000,59,4.11
930000,67,4.36
935000,62,4.53
940000,73,3.67
945000,72,3.79
950000,59,3.79
955000,67,3.16
960000,83,2.57
965000,52,3.46
975000,64,4.42
980000,70,5.18
985000,59,4.45
990000,68,4.32
995000,67,5.66
1000000,58,6.22
1005000,60,5.92
1010000,62,6.46
1015000,65,6.4
1020000,64,6.09
1025000,67,6.44
1030000,67,6.47
1035000,70,6.51
1040000,72,6.4
1045000,69,5.54
1050000,67,6.32
1055000,75,6.55
1060000,72,6.4
1065000,71,6.28
1070000,70,5.97
1075000,71,6.04
1080000,69,6.26
1085000,74,6.29
1090000,72,5.82
1095000,74,5.55
1100000,75,5.39
1105000,73,5.21
1110000,69,5.31
1115000,78,4.75
1120000,83,4.78
1125000,80,4.92
1130000,83,4.79
1135000,86,4.8
1140000,81,4.72
1145000,85,4.4
1150000,86,4.69
1165000,90,5.01
1170000,96,5.36
1175000,98,4.79
1180000,95,3.96
1205000,43,4.95
1255000,34,1.74
