milliseconds,wind_direction,windspeed
10000,57,8.77
15000,57,8.28
25000,58,8.56
30000,55,9.05
45000,58,7.36
50000,54,7.09
175000,60,6.13
185000,61,6.47
205000,60,5.59
210000,65,4.67
215000,76,4.95
220000,61,6.59
225000,59,6.87
230000,59,6.98
235000,58,7.86
240000,71,6.34
245000,61,6.61
250000,57,7.19
255000,58,8.24
260000,65,6.4
275000,64,6.94
280000,65,6.71
285000,65,6.69
290000,69,6.15
295000,77,5.9
300000,90,5.89
305000,86,6.89
310000,77,7.85
315000,78,6.99
320000,87,7.29
325000,83,7.74
330000,75,7.13
335000,78,7.2
340000,74,7.2
345000,77,7.12
350000,78,7.35
355000,77,7.34
360000,77,7.66
365000,77,9.6
370000,77,9.48
375000,78,9.04
380000,84,8.34
385000,84,7.22
390000,88,7.62
395000,88,7.72
400000,88,8.54
405000,86,7.79
410000,65,7.59
415000,78,7.77
425000,77,6.75
430000,78,6.46
435000,81,6.93
440000,75,6.66
445000,75,7.22
450000,81,7.63
455000,78,9.11
460000,82,9.68
465000,78,9.44
470000,80,9.75
475000,77,8.75
480000,77,8.74
485000,76,8.96
490000,75,7.76
495000,75,8.14
500000,76,7.98
505000,74,7.91
510000,75,7.78
515000,74,7.95
520000,77,7.51
525000,76,7.89
530000,75,7.86
535000,78,7.3
540000,76,7.28
545000,77,7.12
550000,79,6.87
555000,77,7.07
560000,75,7.35
565000,77,7.16
570000,76,7.31
575000,75,7.21
580000,73,7.15
585000,75,6.93
590000,77,6.6
595000,73,6.43
600000,69,6.52
605000,74,6.62
610000,75,6.47
615000,75,7.08
620000,77,6.31
625000,79,6.37
630000,86,7.14
635000,89,7.01
640000,88,6.77
645000,81,5.74
650000,82,6.48
655000,91,6.21
660000,89,6.17
665000,70,6.33
670000,73,6.36
675000,79,5.77
680000,80,5.56
685000,79,5.92
690000,85,6.38
695000,83,6.35
700000,84,6.13
705000,82,6.46
710000,80,6.47
715000,76,6.06
720000,77,5.36
725000,67,4.76
730000,83,5.2
735000,72,5.23
740000,67,4.7
745000,77,5.3
750000,82,5.81
755000,84,5.66
760000,85,5.38
765000,89,5.91
770000,83,5.38
775000,82,5.49
780000,83,5.05
785000,89,5.36
790000,88,5.27
795000,87,6.05
800000,85,6.33
805000,84,6.54
810000,84,6.38
815000,81,5.86
820000,75,6.26
825000,77,5.96
830000,56,5.32
835000,61,6.0
840000,62,5.98
845000,69,5.25
850000,76,5.12
855000,78,4.58
860000,71,4.6
865000,75,4.37
870000,73,4.05
875000,71,5.2
880000,81,5.78
885000,90,5.92
890000,83,6.41
895000,79,5.99
900000,86,6.05
905000,91,5.48
910000,92,6.41
915000,91,7.2
920000,92,7.02
925000,91,6.84
930000,90,6.33
935000,90,7.1
940000,94,7.42
945000,100,5.78
950000,93,5.11
960000,87,7.73
965000,86,8.53
970000,82,9.54
975000,85,9.62
980000,84,10.67
985000,81,8.96
990000,81,8.9
995000,80,8.33
1000000,80,7.81
1005000,88,8.35
1010000,88,8.79
1015000,85,8.48
1020000,84,7.81
1025000,88,8.04
1030000,88,7.45
1035000,89,7.99
1040000,90,8.03
1045000,90,7.5
1050000,89,7.23
1055000,87,6.69
1060000,76,7.12
1065000,73,7.18
1070000,78,6.4
1075000,75,6.62
1080000,90,6.28
1085000,90,7.15
1090000,84,6.6
1095000,72,6.67
1100000,75,6.65
1105000,76,6.38
1110000,73,6.66
1115000,72,6.4
1120000,68,6.71
1125000,71,6.89
1130000,74,7.26
1135000,73,6.83
1140000,70,6.49
1155000,70,7.23
1160000,77,7.47
1165000,88,7.04
1170000,86,7.85
1190000,80,5.07
1240000,70,3.83
