milliseconds,wind_direction,windspeed
20000,177,4.94
25000,173,6.2
30000,161,6.26
35000,155,4.02
50000,146,3.53
75000,174,4.54
110000,194,6.33
115000,189,6.19
120000,192,5.62
125000,193,6.04
130000,187,6.6
135000,177,7.24
140000,186,7.16
145000,182,6.66
150000,190,8.16
155000,193,7.28
160000,182,7.75
165000,187,6.99
170000,176,5.98
175000,181,6.97
180000,166,6.29
185000,188,5.58
190000,170,6.66
195000,185,6.97
200000,190,7.34
205000,178,6.5
210000,181,6.82
215000,180,8.3
220000,172,8.39
225000,164,7.74
230000,169,6.89
235000,170,6.38
240000,161,5.97
245000,153,5.25
250000,151,5.98
255000,183,5.37
270000,152,5.93
275000,154,7.81
280000,172,6.87
285000,164,7.21
290000,150,7.59
295000,171,6.59
300000,171,6.11
305000,165,6.18
310000,167,6.35
315000,169,7.42
320000,166,8.19
325000,166,8.36
330000,163,7.98
335000,167,8.16
340000,163,8.61
345000,162,7.14
355000,156,6.6
360000,165,7.54
365000,162,7.27
370000,162,8.44
375000,167,9.48
380000,177,7.77
385000,172,8.2
390000,170,8.2
405000,163,9.74
410000,161,9.3
415000,162,9.5
420000,161,8.82
425000,160,9.03
430000,158,9.91
435000,156,9.64
440000,159,9.58
445000,159,9.48
450000,160,8.86
455000,160,8.6
460000,162,8.6
465000,160,8.92
480000,162,8.57
485000,162,8.62
490000,161,8.76
495000,162,8.77
500000,163,8.52
505000,160,8.18
510000,168,8.45
515000,165,8.3
520000,164,8.13
525000,165,8.08
530000,164,7.93
535000,165,7.78
540000,159,7.8
545000,157,8.6
550000,157,8.41
555000,155,8.45
560000,156,8.79
565000,157,8.56
570000,165,8.59
575000,162,7.31
580000,166,7.35
585000,167,8.11
605000,161,7.11
610000,157,7.4
615000,154,6.99
620000,156,7.4
625000,165,6.69
630000,157,6.43
635000,152,7.24
640000,160,6.76
645000,168,6.33
650000,158,6.84
655000,158,6.71
660000,159,7.01
665000,161,6.55
670000,156,6.02
675000,171,4.53
680000,160,5.54
685000,168,5.95
690000,167,5.85
695000,180,5.79
700000,184,5.86
705000,176,5.25
710000,162,4.82
715000,161,5.82
720000,155,7.02
725000,163,8.23
730000,166,8.04
735000,161,6.43
740000,166,6.37
745000,171,6.24
750000,173,6.16
755000,172,6.43
760000,164,7.07
765000,171,7.72
770000,169,7.12
775000,158,7.68
780000,155,7.61
785000,160,8.55
790000,159,8.08
795000,154,7.99
800000,165,7.65
805000,165,9.88
810000,163,9.08
815000,165,8.44
820000,160,9.51
825000,162,8.85
830000,162,9.25
835000,161,9.55
840000,164,9.03
845000,157,7.82
850000,155,6.7
855000,150,5.48
860000,156,6.46
865000,148,6.78
870000,161,9.77
875000,161,9.79
880000,154,10.03
885000,149,9.06
890000,152,9.36
895000,160,9.03
900000,157,8.34
905000,153,7.79
910000,150,7.68
915000,153,8.36
920000,160,7.98
925000,175,7.1
930000,181,7.03
935000,185,6.23
940000,195,6.81
945000,171,6.67
950000,159,7.62
955000,152,7.05
960000,157,6.89
965000,156,7.85
970000,162,7.26
975000,158,7.76
980000,147,6.78
985000,157,6.72
990000,163,6.24
995000,164,6.19
1000000,159,6.61
1005000,162,7.01
1010000,173,7.61
1015000,170,8.98
1020000,165,9.0
1025000,167,9.49
1030000,174,8.78
1040000,164,7.41
1045000,161,5.93
1050000,160,9.77
1055000,161,9.73
1060000,164,9.98
1065000,164,9.71
1070000,171,8.24
1075000,168,8.64
1080000,167,8.79
1085000,162,9.12
1090000,160,7.89
1115000,166,8.84
1135000,168,9.0
1140000,171,8.13
1145000,176,8.43
1150000,172,8.8
1160000,183,7.25
