milliseconds,wind_direction,windspeed
10000,7,2.6
15000,11,2.63
20000,19,2.73
25000,13,3.22
30000,24,2.81
35000,46,2.84
40000,46,2.98
70000,35,3.11
75000,42,2.58
80000,45,3.49
85000,41,4.2
90000,33,3.36
95000,16,1.47
165000,17,2.45
170000,10,3.19
180000,35,3.38
185000,32,3.33
190000,44,3.41
195000,54,2.91
210000,11,2.36
220000,22,2.08
225000,33,1.7
230000,28,1.91
235000,22,1.98
250000,29,1.94
380000,354,2.53
400000,358,2.03
405000,1,1.57
410000,11,1.16
415000,36,1.4
420000,77,2.21
425000,68,2.11
430000,80,2.19
435000,103,2.96
450000,136,1.29
455000,161,1.43
460000,147,2.3
465000,108,2.3
485000,12,1.22
490000,1,1.21
495000,6,1.88
500000,0,1.63
515000,1,1.34
520000,349,1.6
525000,357,1.53
530000,20,1.68
535000,16,1.03
540000,13,1.17
545000,9,1.06
560000,352,0.73
565000,84,0.82
570000,43,0.36
575000,61,0.9
580000,46,1.83
585000,64,2.29
590000,54,1.66
595000,53,0.7
600000,55,1.04
610000,30,0.72
615000,306,0.12
620000,162,1.11
625000,128,0.81
630000,128,1.09
635000,134,1.55
640000,142,1.44
645000,167,2.07
650000,165,2.27
655000,167,1.71
660000,166,1.3
665000,166,1.51
670000,154,1.66
675000,153,1.88
680000,126,1.73
685000,133,1.62
690000,127,1.35
695000,125,1.53
710000,36,1.16
715000,30,1.39
720000,38,0.97
725000,27,1.16
730000,7,1.28
735000,11,1.09
740000,44,1.37
745000,54,1.46
750000,44,0.91
755000,44,0.69
760000,46,1.67
765000,61,1.27
775000,88,1.19
780000,71,1.2
785000,68,1.33
790000,73,1.45
795000,88,1.54
800000,85,0.8
805000,95,1.09
810000,71,1.76
815000,80,2.68
820000,78,2.5
825000,81,2.45
830000,65,1.66
835000,15,0.76
845000,82,1.41
850000,102,2.18
860000,105,3.11
875000,118,2.69
880000,89,2.7
885000,89,3.24
890000,89,1.81
895000,60,1.21
920000,118,4.32
925000,108,5.33
930000,113,4.99
935000,108,4.93
940000,110,4.39
945000,116,4.33
950000,113,3.58
955000,117,3.45
960000,113,3.74
965000,104,3.98
970000,102,3.9
975000,104,3.55
980000,103,3.32
985000,105,3.05
1000000,119,3.33
1005000,110,3.33
1010000,110,3.22
1015000,85,2.65
1020000,79,2.61
1025000,78,2.15
1030000,353,0.99
1055000,75,1.81
1070000,43,1.47
1105000,51,1.81
1110000,65,2.27
1115000,67,1.66
1120000,52,1.06
1135000,21,0.77
1140000,35,1.27
1155000,46,5.81
1160000,42,4.16
1165000,36,4.52
1170000,39,3.88
1175000,42,4.26
1180000,50,4.61
1185000,51,4.67
1190000,48,4.68
1195000,51,4.56
1200000,56,5.68
1265000,330,1.4
