milliseconds,wind_direction,windspeed
10000,180,2.43
15000,162,1.77
20000,158,1.83
25000,157,2.55
40000,221,1.96
45000,214,2.21
55000,219,1.83
100000,164,2.87
105000,163,3.41
110000,160,3.56
115000,172,4.41
120000,170,4.39
145000,163,4.78
150000,157,4.9
165000,157,3.53
170000,164,3.5
175000,170,4.1
180000,171,3.87
185000,171,3.9
210000,173,4.04
215000,172,4.26
220000,173,4.16
225000,170,4.16
230000,169,3.91
235000,163,3.84
240000,163,4.3
245000,164,4.18
250000,163,4.15
255000,164,4.16
260000,164,4.16
265000,162,3.97
275000,165,3.18
280000,165,2.77
295000,169,3.94
300000,171,3.99
305000,172,3.88
310000,176,3.71
315000,175,3.56
320000,177,3.62
365000,119,2.92
370000,124,3.28
390000,135,2.89
395000,125,2.7
400000,120,3.15
405000,138,3.2
420000,154,2.87
425000,160,3.07
430000,161,3.03
435000,165,2.95
440000,163,2.65
455000,174,2.3
460000,180,2.56
465000,169,2.5
470000,171,3.49
475000,167,2.95
595000,106,2.39
605000,167,3.38
630000,157,2.55
635000,155,2.53
645000,130,2.28
650000,166,3.2
655000,142,2.63
660000,174,3.54
675000,168,2.4
685000,146,2.14
695000,179,2.7
700000,179,2.71
705000,180,2.29
745000,174,1.84
750000,168,1.68
775000,191,2.34
790000,175,1.12
795000,163,1.39
805000,200,2.7
810000,200,2.92
825000,203,2.74
830000,198,2.16
835000,194,1.68
850000,192,2.44
855000,188,1.77
870000,181,2.28
885000,186,2.84
890000,181,2.76
895000,169,2.79
900000,169,2.75
915000,147,3.93
920000,149,5.25
940000,152,2.98
995000,89,1.56
