milliseconds,wind_direction,windspeed
10000,124,5.4
15000,127,5.61
20000,119,5.35
25000,108,5.31
30000,114,5.49
35000,123,6.62
50000,116,5.81
60000,113,4.93
75000,77,3.51
120000,92,6.57
125000,93,6.45
130000,93,5.82
175000,90,5.71
180000,92,5.7
185000,94,5.64
190000,95,5.58
195000,96,5.48
200000,96,5.48
205000,94,4.93
210000,97,4.97
215000,93,5.68
220000,94,5.47
225000,90,5.8
230000,94,5.62
235000,91,5.67
240000,96,5.05
245000,94,4.72
250000,94,5.01
255000,94,4.64
260000,94,4.48
265000,97,5.07
270000,99,4.74
275000,100,4.52
280000,97,5.19
285000,97,5.35
290000,94,5.34
295000,92,5.17
300000,96,4.99
305000,94,4.93
310000,94,5.03
315000,88,5.07
320000,86,4.98
325000,88,4.79
330000,91,4.92
335000,86,5.01
340000,83,5.01
345000,82,5.43
350000,81,5.28
355000,83,4.97
360000,85,5.16
365000,84,5.85
370000,84,5.88
375000,82,5.71
380000,85,5.82
385000,78,6.2
390000,77,6.11
395000,81,6.55
400000,85,5.69
405000,84,5.28
410000,81,5.07
415000,80,5.69
420000,86,5.47
425000,82,5.88
430000,82,5.78
435000,84,5.51
440000,83,5.67
445000,85,5.17
450000,87,5.46
455000,89,6.01
460000,90,6.04
465000,90,5.79
470000,87,5.62
475000,90,6.08
480000,91,5.9
485000,90,6.16
490000,91,6.43
495000,91,6.32
500000,92,6.59
505000,90,6.86
510000,90,6.21
515000,90,6.79
520000,88,6.49
525000,88,5.45
530000,83,6.34
535000,83,6.22
540000,82,8.21
545000,72,5.64
550000,67,6.08
555000,70,6.04
560000,68,6.74
565000,79,5.77
570000,74,7.04
575000,68,7.42
580000,82,7.35
585000,75,6.84
590000,81,7.13
595000,82,6.68
600000,84,6.51
605000,84,6.74
610000,87,6.84
615000,85,6.57
620000,85,6.3
625000,80,5.47
630000,83,5.84
635000,85,5.21
640000,75,5.36
645000,60,5.59
650000,66,6.1
655000,70,6.28
660000,74,6.38
665000,76,6.57
670000,78,6.72
675000,80,6.45
680000,78,6.49
685000,80,6.17
690000,82,6.23
695000,80,5.98
700000,82,5.62
705000,78,5.55
710000,76,5.13
715000,74,6.11
720000,74,5.81
725000,79,6.01
730000,77,5.46
735000,79,5.15
740000,80,4.4
745000,78,3.88
750000,86,3.82
755000,84,4.26
760000,82,4.89
765000,85,4.92
770000,81,5.08
775000,72,4.21
780000,88,4.96
785000,86,5.88
790000,84,6.64
795000,85,5.93
800000,79,5.63
805000,75,6.26
810000,74,4.78
815000,80,5.53
820000,85,6.32
825000,85,6.33
830000,84,6.41
835000,79,6.7
840000,80,6.65
845000,77,6.58
850000,78,6.65
855000,82,6.12
860000,77,6.24
865000,83,6.09
870000,84,5.72
875000,81,5.69
880000,84,5.6
885000,83,5.55
890000,85,5.39
895000,84,5.9
900000,86,5.89
905000,84,5.79
910000,90,6.76
920000,87,6.19
925000,86,6.12
930000,87,6.17
935000,86,6.31
940000,86,5.94
945000,86,5.57
950000,87,6.01
955000,85,6.35
960000,85,6.73
965000,83,6.59
970000,84,6.17
975000,85,6.4
980000,84,6.33
985000,86,6.68
990000,86,6.98
995000,81,7.12
1000000,80,7.34
1005000,71,6.92
1010000,69,6.44
1015000,76,6.0
1020000,76,6.37
1025000,83,7.09
1030000,77,6.17
1035000,78,6.45
1040000,82,6.71
1045000,82,6.96
1050000,79,6.31
1055000,78,6.09
1060000,80,5.33
1065000,75,4.4
1070000,74,4.81
1075000,75,5.26
1080000,82,5.53
1085000,83,5.17
1090000,85,5.82
1095000,86,5.41
1100000,83,4.66
1105000,83,4.57
1110000,85,5.62
1115000,84,5.25
1120000,87,5.13
1125000,89,5.78
1130000,88,5.42
1135000,89,4.98
1140000,100,5.36
1145000,98,5.93
1150000,94,5.19
1155000,93,5.3
1160000,89,5.58
1165000,88,5.26
1170000,90,5.27
1175000,92,5.36
1180000,95,4.86
1185000,95,5.05
1190000,91,4.99
1195000,91,4.61
1200000,88,4.79
1205000,90,4.93
1220000,92,4.49
1225000,99,5.3
1230000,91,5.16
1235000,95,4.88
1240000,114,4.5
1260000,100,3.62
