milliseconds,wind_direction,windspeed
15000,168,2.78
20000,150,2.39
25000,160,2.59
35000,163,3.17
85000,209,1.86
110000,175,4.12
115000,173,3.69
120000,170,4.57
125000,166,4.82
130000,160,4.54
135000,169,4.59
140000,161,3.98
145000,162,3.83
150000,164,3.74
155000,167,3.73
160000,166,3.96
165000,165,4.09
170000,167,4.2
175000,161,3.87
180000,164,4.77
185000,152,2.83
190000,165,3.65
195000,168,3.82
205000,176,3.85
210000,175,3.46
215000,175,3.64
225000,166,3.55
230000,169,3.63
235000,173,3.53
240000,172,3.48
245000,165,3.29
250000,159,2.34
255000,163,3.34
260000,168,3.33
265000,174,3.67
270000,175,3.86
275000,172,4.41
285000,169,3.39
290000,172,3.16
295000,172,3.18
300000,173,3.05
305000,175,3.2
315000,179,3.58
320000,177,3.28
325000,179,3.22
330000,175,3.02
335000,183,2.45
340000,170,1.83
345000,170,2.71
355000,175,3.38
360000,177,3.42
365000,168,2.71
375000,194,2.87
410000,159,3.09
415000,148,3.14
485000,149,2.74
495000,147,3.15
500000,154,3.29
505000,149,3.4
510000,143,3.34
515000,140,3.36
520000,140,3.42
525000,148,3.38
530000,136,3.35
535000,137,3.24
540000,139,3.09
545000,141,3.41
560000,136,3.49
640000,137,2.57
645000,138,3.03
680000,165,3.14
710000,153,4.53
715000,159,3.98
720000,158,3.61
725000,163,3.62
745000,158,3.9
755000,150,3.99
760000,155,3.99
765000,162,3.63
770000,164,3.45
775000,166,3.39
780000,161,3.73
795000,158,3.07
800000,163,3.06
805000,163,3.1
810000,167,3.35
815000,161,3.85
820000,166,3.11
830000,162,3.54
835000,165,3.84
840000,160,3.69
845000,160,4.05
850000,160,4.16
855000,157,4.23
860000,157,4.21
865000,158,3.98
870000,166,4.03
875000,148,3.29
880000,163,5.29
885000,161,4.09
890000,163,3.99
915000,151,3.49
920000,138,3.46
925000,143,4.02
930000,144,3.61
935000,132,3.72
950000,145,2.48
955000,152,4.05
960000,153,4.11
965000,158,3.8
970000,154,3.75
995000,181,2.98
1050000,134,2.86
