milliseconds,wind_direction,windspeed
10000,250,2.41
20000,231,1.07
35000,234,3.35
40000,208,2.28
45000,195,3.65
50000,214,2.4
55000,205,2.81
60000,199,2.67
65000,208,3.02
120000,166,2.99
130000,161,3.23
135000,163,3.26
140000,163,3.06
160000,155,2.28
165000,150,2.37
170000,153,2.78
175000,156,2.96
180000,157,2.77
185000,151,2.93
190000,154,2.97
195000,151,3.03
200000,156,3.01
205000,156,2.98
210000,155,3.14
215000,160,2.97
220000,162,2.71
225000,164,2.64
230000,161,2.61
235000,161,2.57
240000,160,2.57
245000,161,2.59
250000,162,2.62
255000,167,2.57
260000,169,2.57
265000,171,2.5
270000,170,2.39
275000,172,2.27
280000,169,2.06
305000,168,2.34
310000,174,2.14
315000,173,2.36
320000,167,2.34
325000,167,2.24
330000,165,2.23
345000,162,2.24
350000,158,2.21
355000,161,2.07
360000,165,1.73
365000,166,1.81
370000,169,1.66
375000,165,1.7
380000,163,1.29
385000,162,1.3
390000,167,1.48
395000,166,1.86
400000,163,2.43
405000,159,2.61
410000,162,2.39
415000,164,1.75
420000,162,1.76
425000,164,1.81
430000,162,1.97
435000,152,2.34
440000,152,2.72
445000,154,2.67
450000,150,2.65
455000,148,2.57
470000,155,2.91
475000,164,2.72
480000,170,2.95
485000,166,2.9
490000,166,2.96
495000,169,3.06
500000,166,2.84
505000,156,2.72
510000,158,2.65
515000,164,2.7
520000,159,2.53
525000,160,2.15
530000,154,2.21
535000,160,2.28
540000,166,2.55
545000,168,2.41
550000,166,2.35
555000,165,2.7
560000,170,2.67
565000,164,2.21
570000,171,2.29
575000,177,2.86
580000,167,2.75
585000,170,2.84
590000,164,2.29
595000,158,2.15
600000,168,1.61
605000,176,1.45
615000,184,0.77
620000,176,0.92
625000,175,1.17
630000,176,1.22
635000,176,1.2
645000,192,1.03
650000,172,1.81
655000,167,1.68
660000,166,1.64
665000,167,1.4
670000,164,1.54
685000,163,2.45
690000,163,2.61
695000,160,2.31
785000,175,1.84
790000,174,1.42
795000,171,2.48
800000,166,2.52
805000,148,2.6
810000,150,2.54
815000,149,2.41
820000,149,3.37
825000,167,2.24
830000,171,2.38
840000,195,2.01
845000,187,2.11
850000,185,2.27
855000,188,2.39
860000,186,2.88
895000,173,1.77
900000,165,1.78
905000,179,2.08
910000,172,1.91
915000,176,1.58
920000,187,1.68
935000,125,1.65
940000,117,2.01
945000,143,1.78
950000,159,2.01
955000,174,2.14
960000,172,1.95
965000,173,2.08
970000,167,1.44
975000,135,1.61
980000,161,1.11
985000,145,1.47
990000,162,1.25
995000,154,1.66
1000000,141,1.88
1005000,151,1.41
1025000,118,2.32
1030000,107,2.46
1035000,107,2.42
1040000,120,2.34
1045000,105,2.25
1050000,111,2.86
1055000,121,2.51
1060000,128,1.95
1065000,122,1.91
1080000,107,3.86
1085000,112,4.41
1090000,107,4.43
1095000,109,4.83
1100000,118,4.93
1105000,121,6.18
1110000,116,6.3
1115000,119,5.89
1120000,120,6.15
1125000,124,5.64
1130000,120,5.19
1155000,137,4.34
