milliseconds,wind_direction,windspeed
15000,77,5.37
20000,83,3.77
25000,79,3.99
30000,97,2.46
95000,45,3.84
115000,51,4.45
120000,50,4.36
125000,49,4.08
130000,47,4.34
135000,46,4.01
140000,41,3.45
145000,45,3.19
150000,46,3.15
155000,49,4.17
160000,48,4.34
165000,59,5.0
170000,61,4.29
175000,65,4.42
180000,65,3.94
185000,54,4.28
190000,58,4.64
195000,53,5.08
200000,42,4.77
205000,39,5.86
210000,37,5.58
215000,35,4.83
220000,31,4.92
225000,29,5.11
230000,28,5.16
235000,31,5.57
240000,34,4.96
245000,34,4.77
250000,46,3.92
255000,54,4.57
260000,43,4.83
265000,47,5.26
270000,51,4.71
275000,44,5.51
280000,54,4.82
285000,51,4.78
290000,45,5.26
295000,41,4.89
300000,43,4.88
305000,38,4.97
310000,38,5.32
315000,41,4.96
320000,43,4.92
325000,40,4.65
330000,41,4.99
335000,34,4.91
340000,35,4.7
345000,34,4.71
350000,32,4.41
355000,37,4.55
360000,25,4.47
365000,38,4.88
370000,43,3.44
375000,39,3.88
380000,41,4.29
385000,40,3.46
390000,33,3.28
395000,21,3.4
400000,22,3.08
405000,21,3.62
410000,32,3.64
415000,46,3.37
420000,44,4.9
425000,51,4.03
430000,39,4.53
435000,34,5.22
440000,39,4.7
445000,27,5.35
450000,28,5.01
455000,29,5.87
460000,31,5.45
465000,28,6.01
470000,21,6.46
475000,25,5.97
480000,29,6.15
485000,25,5.39
490000,20,5.7
495000,19,5.17
500000,27,6.17
505000,27,5.85
510000,29,6.11
515000,26,6.59
520000,25,6.47
525000,27,6.46
530000,29,6.6
535000,30,7.04
540000,30,6.86
545000,28,6.5
550000,28,6.54
555000,32,7.06
560000,31,6.69
565000,28,6.64
570000,27,6.6
575000,33,6.65
580000,33,6.77
585000,35,7.25
590000,32,7.15
595000,33,7.08
600000,32,6.95
605000,29,6.59
610000,32,7.11
615000,29,6.99
620000,31,6.98
625000,31,6.88
630000,30,6.57
635000,32,6.82
640000,30,7.07
645000,33,7.36
650000,29,6.6
655000,30,6.24
660000,31,6.58
665000,33,6.5
670000,33,6.31
675000,37,6.35
680000,33,6.11
685000,33,5.64
690000,28,5.99
695000,29,5.97
700000,32,5.26
705000,33,5.42
710000,30,5.52
730000,23,5.11
735000,24,5.16
740000,26,5.06
745000,25,5.21
750000,25,5.33
780000,56,5.42
785000,51,5.31
790000,50,5.23
820000,51,5.11
825000,51,5.12
830000,50,5.12
835000,50,5.03
840000,48,4.56
845000,51,5.13
850000,48,5.01
855000,51,4.84
860000,52,4.97
865000,53,5.12
870000,54,5.18
875000,53,4.95
880000,52,4.61
885000,52,4.52
890000,48,4.64
895000,46,4.46
900000,49,4.43
905000,50,4.04
910000,51,3.72
915000,46,2.85
920000,59,3.7
925000,64,3.85
930000,63,3.68
935000,65,3.45
940000,67,3.78
945000,65,3.99
950000,65,3.75
955000,65,3.36
960000,60,3.31
965000,56,3.02
970000,57,3.27
975000,52,3.69
980000,51,4.28
985000,56,5.47
990000,55,5.15
995000,57,4.85
1000000,63,6.18
1005000,60,5.92
1010000,59,5.9
1015000,58,6.0
1025000,357,2.99
1030000,5,4.91
1035000,358,4.62
1040000,2,4.54
1045000,357,4.96
1050000,4,5.62
1070000,11,3.2
1120000,163,3.41
