milliseconds,wind_direction,windspeed
15000,173,3.72
20000,164,4.69
25000,171,4.51
30000,167,4.65
35000,166,5.43
40000,166,5.22
45000,163,5.62
50000,167,5.07
95000,185,5.26
155000,178,6.01
180000,180,2.77
185000,171,4.82
195000,195,6.44
200000,191,6.25
205000,192,6.34
210000,194,6.38
215000,195,6.0
220000,189,5.58
225000,190,5.15
230000,188,5.73
235000,194,6.2
240000,191,6.34
245000,190,6.08
250000,191,5.93
255000,194,5.51
260000,197,6.14
265000,199,5.43
270000,190,6.09
275000,192,6.27
280000,191,5.94
285000,195,5.56
290000,196,5.76
295000,198,6.0
300000,195,5.78
305000,190,6.29
310000,191,6.22
315000,190,6.01
320000,194,5.83
325000,192,5.83
330000,192,5.82
335000,193,5.99
340000,193,5.86
345000,198,5.67
350000,195,5.32
355000,190,5.52
360000,194,5.86
365000,192,5.94
370000,191,6.03
375000,191,6.34
380000,195,6.14
385000,193,6.18
390000,177,5.49
395000,186,5.96
400000,185,5.33
405000,172,5.31
410000,187,5.43
415000,174,4.78
420000,187,5.75
425000,191,5.71
430000,187,5.63
435000,194,5.44
440000,188,5.48
445000,193,5.17
450000,191,5.59
455000,185,5.56
460000,186,5.29
465000,192,5.68
470000,187,5.84
475000,189,6.0
480000,192,5.94
485000,186,6.44
490000,182,6.3
495000,186,6.01
500000,193,5.87
505000,191,5.32
510000,187,5.69
515000,182,5.92
520000,184,6.02
525000,185,6.34
530000,186,5.59
535000,183,5.48
540000,188,5.97
545000,185,5.99
550000,186,6.24
555000,186,6.15
560000,185,6.63
565000,180,5.75
570000,183,4.99
575000,179,5.85
580000,187,6.4
585000,178,5.89
590000,167,5.22
595000,184,5.06
600000,188,5.6
605000,185,6.21
610000,184,5.95
615000,180,5.88
620000,182,5.72
625000,183,5.34
630000,186,5.7
635000,187,6.01
640000,182,6.21
645000,182,5.86
650000,186,5.68
655000,184,5.57
660000,182,5.26
665000,185,6.02
670000,182,4.84
675000,192,5.53
680000,187,5.81
685000,188,5.84
690000,190,5.97
695000,191,5.94
700000,193,5.7
705000,192,6.06
710000,189,5.89
715000,190,5.98
720000,194,5.9
725000,190,6.14
730000,186,5.78
735000,187,5.72
740000,185,5.14
745000,191,5.97
750000,191,5.75
755000,194,6.47
760000,191,6.73
765000,191,6.13
770000,193,5.71
775000,192,5.5
780000,183,4.88
785000,188,4.84
790000,188,4.98
795000,186,5.16
800000,192,5.65
805000,198,5.83
810000,198,5.93
815000,195,5.86
820000,197,5.69
825000,197,5.49
830000,195,5.35
835000,197,5.59
840000,194,5.34
845000,198,5.64
850000,199,5.75
855000,200,5.35
860000,192,4.95
865000,194,5.22
870000,183,5.89
875000,193,5.2
880000,194,5.5
885000,196,5.65
890000,192,5.6
895000,198,5.18
900000,197,5.21
905000,199,5.39
910000,199,5.13
915000,199,5.1
920000,196,4.7
925000,197,4.87
930000,198,4.45
935000,200,4.57
940000,195,4.6
945000,197,4.39
950000,186,4.3
955000,177,4.33
960000,185,4.55
965000,201,3.88
970000,197,4.0
975000,180,4.03
980000,190,5.66
985000,185,4.99
990000,178,4.68
995000,184,4.72
1000000,188,4.19
1005000,193,4.3
1010000,195,3.86
1015000,171,2.99
1020000,182,3.44
1025000,189,4.86
1030000,183,4.35
1035000,190,5.09
1040000,189,5.49
1045000,185,5.79
1050000,186,5.66
1055000,187,5.45
1060000,190,5.13
1065000,189,4.73
1070000,181,4.16
1075000,182,5.09
1080000,175,5.11
1085000,168,4.49
1090000,184,4.8
1105000,141,5.0
1110000,142,5.71
1115000,144,6.35
1120000,158,5.09
