milliseconds,wind_direction,windspeed
25000,174,11.45
35000,169,9.23
65000,183,9.44
70000,176,8.93
75000,174,7.39
105000,191,7.76
110000,194,8.92
115000,196,7.41
120000,194,7.19
125000,192,8.09
130000,193,9.4
135000,189,9.44
140000,193,9.34
175000,196,12.12
180000,193,9.82
185000,190,11.29
190000,192,12.31
195000,191,11.91
200000,192,12.36
205000,192,12.7
210000,192,11.68
245000,196,10.09
250000,194,10.64
275000,192,10.41
285000,188,10.68
290000,190,10.75
295000,190,12.66
300000,190,12.35
305000,189,12.56
310000,191,12.01
315000,193,12.54
320000,195,11.52
325000,193,11.69
330000,192,11.33
335000,195,9.91
350000,196,14.29
355000,201,14.75
360000,201,14.7
365000,201,14.86
370000,202,14.05
395000,195,12.1
450000,179,10.47
455000,170,5.93
460000,169,6.26
465000,183,6.42
470000,194,7.93
475000,185,9.86
480000,189,5.93
485000,195,8.07
495000,192,5.22
500000,178,4.94
505000,193,7.06
510000,200,8.26
515000,189,7.06
520000,183,8.61
525000,194,7.62
530000,182,9.97
535000,186,7.83
540000,199,8.38
545000,194,8.74
550000,191,8.28
555000,191,8.54
560000,193,9.15
565000,186,7.78
575000,167,5.88
580000,187,5.74
585000,181,4.69
590000,178,7.2
605000,191,9.34
610000,187,10.95
620000,183,8.58
625000,168,4.55
635000,190,8.03
640000,179,8.3
645000,194,12.12
650000,194,12.38
660000,182,6.47
665000,192,10.55
670000,189,12.03
675000,190,12.42
680000,191,13.12
685000,191,13.18
690000,188,13.46
695000,191,12.34
700000,190,10.97
705000,190,11.06
710000,187,11.68
715000,188,12.24
720000,185,12.12
725000,184,12.72
730000,183,12.77
735000,183,12.46
740000,184,12.44
745000,185,12.51
750000,185,12.71
760000,181,11.6
765000,191,9.48
770000,184,10.94
775000,184,9.21
780000,179,10.22
785000,186,10.41
790000,179,9.68
795000,181,8.51
800000,189,10.01
805000,193,10.21
810000,187,11.71
815000,181,10.21
820000,189,10.45
845000,198,7.72
860000,191,6.74
865000,191,9.83
870000,180,8.82
875000,190,7.9
890000,189,11.56
895000,185,12.31
900000,196,10.69
910000,192,13.32
915000,196,10.85
920000,194,12.24
925000,194,12.01
930000,197,13.12
935000,194,13.12
940000,193,12.23
945000,195,12.54
955000,199,13.15
960000,198,14.07
965000,196,13.59
970000,195,13.63
975000,195,12.79
980000,195,12.44
985000,193,13.4
990000,193,13.0
995000,193,12.81
1000000,196,12.72
1005000,193,12.99
1010000,190,12.44
1015000,190,13.83
1020000,191,13.96
1025000,194,13.41
1030000,198,11.08
1035000,197,10.93
1040000,195,12.4
1045000,200,12.07
1055000,198,11.56
1060000,201,10.46
1065000,202,13.0
1070000,199,12.74
1075000,193,13.51
1080000,191,12.32
1085000,191,10.97
1090000,193,11.09
1095000,193,15.27
1100000,196,14.03
1105000,198,12.04
1110000,198,11.72
1120000,196,12.89
1125000,191,12.32
1130000,189,12.84
1140000,192,12.62
1145000,184,10.86
1150000,193,10.81
1155000,184,9.8
1165000,188,13.5
1170000,190,13.6
1175000,192,13.04
1185000,190,14.51
1190000,191,13.87
1195000,192,14.4
1205000,195,13.61
1210000,194,14.92
1215000,196,14.05
1220000,193,13.14
1225000,191,10.37
1230000,191,11.89
1235000,192,11.75
1240000,194,13.18
1245000,193,12.43
1250000,188,11.3
1255000,197,12.38
1270000,203,12.78
1275000,200,11.96
1280000,201,12.47
1285000,197,10.7
1295000,194,12.81
