milliseconds,wind_direction,windspeed
10000,90,0.27
15000,281,0.29
20000,309,0.2
25000,294,0.6
105000,300,2.37
110000,310,1.43
155000,43,2.07
160000,68,1.16
185000,260,0.22
190000,237,0.31
200000,338,0.69
205000,221,0.33
210000,250,0.24
215000,201,0.21
220000,352,0.46
230000,176,0.32
235000,131,0.29
250000,50,0.71
265000,49,0.6
270000,42,1.2
275000,28,1.04
280000,46,0.96
285000,25,1.3
290000,19,1.15
295000,22,1.2
300000,41,1.13
305000,36,1.43
310000,48,1.22
315000,37,1.54
320000,53,1.17
325000,80,0.62
330000,86,0.61
335000,197,0.44
350000,99,0.79
355000,209,0.1
360000,117,0.07
365000,84,0.73
370000,166,0.31
375000,346,0.68
380000,335,0.85
385000,352,0.73
390000,92,0.5
470000,173,0.65
475000,182,0.68
485000,156,0.61
510000,87,0.35
525000,92,0.56
535000,154,1.23
540000,189,0.6
545000,194,0.36
550000,274,0.56
555000,274,0.46
560000,344,0.34
565000,349,0.64
590000,14,1.07
610000,86,0.44
615000,184,0.24
620000,103,0.26
625000,133,0.39
630000,53,0.14
635000,189,0.09
640000,194,0.4
645000,158,0.64
650000,125,0.59
655000,148,0.72
660000,128,0.67
685000,165,1.11
690000,171,0.84
705000,174,0.72
710000,78,0.64
715000,140,0.53
725000,178,1.21
730000,21,1.73
745000,168,1.09
750000,180,1.5
770000,209,0.51
775000,222,0.47
780000,167,0.5
790000,242,0.43
865000,230,1.05
895000,190,0.84
900000,203,0.48
920000,227,1.68
925000,208,1.07
960000,0,2.12
965000,343,2.09
970000,339,3.07
985000,292,2.58
990000,271,2.91
995000,284,4.06
1000000,291,4.56
1005000,292,4.04
1035000,298,2.16
1055000,279,4.94
1060000,260,3.66
1065000,295,3.35
1070000,284,2.98
1075000,278,2.83
1080000,271,2.53
1085000,262,2.75
1090000,254,2.51
1095000,302,2.13
1100000,303,2.72
1105000,278,2.92
1110000,245,2.57
1115000,242,3.53
1120000,267,3.03
1145000,224,0.85
1200000,285,1.23
