milliseconds,wind_direction,windspeed
20000,139,2.06
25000,139,1.27
30000,139,1.66
35000,134,1.67
40000,130,1.69
60000,127,4.15
65000,137,3.76
70000,128,3.74
75000,129,3.82
80000,136,3.89
85000,133,3.34
90000,142,3.64
95000,137,2.75
100000,121,3.06
105000,134,3.74
110000,123,3.71
115000,114,3.93
145000,132,2.68
150000,130,2.88
155000,132,3.39
160000,133,3.22
165000,128,3.25
170000,127,3.33
175000,130,3.32
180000,131,3.55
195000,135,4.04
200000,136,3.64
205000,133,3.51
210000,126,3.88
215000,128,4.0
220000,126,4.31
225000,128,3.9
230000,127,3.72
240000,124,4.51
250000,127,3.94
295000,143,4.29
300000,150,4.97
310000,133,3.72
315000,135,3.45
355000,121,2.08
360000,147,3.47
365000,148,4.1
375000,141,2.67
380000,141,3.53
385000,139,2.72
405000,133,2.93
410000,137,3.16
415000,133,3.04
420000,143,2.62
425000,146,2.54
430000,149,2.44
435000,143,2.93
440000,139,2.74
445000,132,2.93
450000,132,2.93
475000,135,2.75
480000,147,2.88
485000,136,3.33
490000,140,3.38
495000,145,3.53
500000,140,3.48
505000,141,3.78
510000,143,3.58
530000,149,4.38
540000,152,3.92
545000,152,3.78
550000,153,3.9
555000,157,3.95
560000,147,4.07
565000,150,4.56
585000,151,3.19
590000,144,2.98
595000,151,2.59
600000,146,2.5
605000,135,2.64
610000,153,2.85
615000,146,2.74
620000,149,3.61
635000,151,3.17
660000,142,3.82
665000,143,2.85
675000,151,4.36
690000,164,4.02
740000,150,3.41
745000,147,2.74
750000,151,2.86
785000,153,3.06
795000,167,3.31
800000,148,2.55
805000,166,3.14
840000,141,4.14
850000,144,5.09
855000,118,4.29
860000,135,4.74
865000,136,4.69
875000,153,4.07
895000,142,3.73
900000,146,3.52
905000,145,3.1
920000,134,2.72
925000,143,1.17
930000,142,1.54
935000,127,2.29
940000,132,1.54
945000,134,1.38
950000,122,1.42
955000,94,1.87
960000,97,1.52
965000,138,2.18
970000,124,1.63
975000,134,1.77
980000,146,1.5
985000,154,1.89
990000,181,2.01
1010000,335,1.89
1015000,224,2.99
1020000,252,2.51
1025000,259,2.27
1030000,246,2.17
1035000,218,2.32
1040000,253,1.76
1045000,275,2.71
1050000,255,2.38
1055000,247,2.16
1060000,258,2.49
1065000,274,2.23
1070000,279,2.24
1075000,255,1.48
1080000,226,1.16
1085000,236,2.28
1090000,249,2.71
1095000,232,2.31
1100000,245,1.85
1105000,243,1.92
1110000,255,1.39
1115000,246,1.18
1120000,238,1.56
1125000,254,1.89
1130000,270,1.39
1135000,276,0.71
1140000,272,1.07
1190000,146,1.23
