milliseconds,wind_direction,windspeed
20000,210,0.8
25000,154,1.42
30000,180,1.75
35000,162,2.44
40000,179,2.23
110000,155,3.23
120000,166,1.01
150000,195,2.03
170000,179,1.26
175000,190,1.58
185000,155,2.81
250000,179,4.94
255000,173,4.74
260000,179,4.37
265000,185,4.24
270000,187,4.15
275000,190,4.06
280000,199,4.27
285000,185,3.75
290000,184,3.9
295000,192,3.86
300000,188,4.08
305000,181,4.09
310000,188,4.1
315000,179,3.69
320000,195,3.42
325000,204,3.79
330000,201,4.15
335000,194,3.94
340000,197,3.54
345000,212,4.57
350000,196,4.19
355000,194,4.5
360000,193,4.51
365000,193,4.25
370000,193,4.21
375000,190,3.93
380000,187,4.14
385000,190,4.01
390000,192,4.3
395000,198,4.17
400000,200,4.06
405000,198,4.28
410000,203,4.15
415000,193,3.86
420000,194,3.87
425000,193,3.98
430000,210,4.4
435000,214,4.14
440000,211,4.55
445000,214,4.6
450000,210,3.83
455000,205,4.02
460000,185,3.11
465000,179,3.22
470000,173,2.95
475000,172,3.19
480000,175,3.13
485000,184,3.67
490000,176,3.1
495000,177,2.93
500000,182,3.11
505000,208,3.73
510000,175,3.62
515000,173,3.83
520000,167,4.29
525000,164,3.79
530000,165,3.91
535000,171,4.07
540000,180,3.38
545000,165,3.6
550000,158,3.72
555000,166,3.7
560000,171,3.05
565000,166,3.74
570000,170,3.65
575000,168,4.02
580000,162,4.23
585000,160,3.94
590000,160,3.78
595000,163,3.84
600000,162,4.02
605000,163,4.11
610000,163,4.34
615000,164,4.26
620000,163,4.3
625000,164,4.27
630000,166,4.52
635000,178,4.21
640000,181,4.62
645000,205,5.32
650000,177,4.26
655000,185,4.44
660000,191,4.21
665000,195,3.85
670000,192,3.5
675000,189,3.47
680000,202,4.28
685000,183,3.39
690000,193,3.92
695000,197,3.79
700000,202,3.49
705000,204,3.46
710000,195,3.29
715000,165,3.34
720000,176,3.02
725000,187,2.72
730000,175,3.77
735000,170,3.86
740000,169,3.98
745000,178,3.37
750000,177,3.32
755000,188,3.51
760000,199,3.55
765000,190,3.45
770000,190,4.22
775000,194,3.77
780000,194,3.19
785000,194,2.74
790000,194,2.91
795000,206,2.9
800000,197,3.32
805000,184,2.89
810000,175,3.99
815000,184,3.74
820000,185,3.32
825000,185,3.38
830000,181,3.66
835000,176,4.09
840000,183,3.33
845000,186,3.2
850000,187,3.5
855000,193,3.64
860000,191,3.61
865000,196,3.64
870000,192,3.85
875000,188,3.39
880000,190,3.6
885000,200,3.92
890000,186,3.84
895000,179,3.63
900000,184,3.57
905000,174,3.26
910000,179,3.01
915000,179,3.28
920000,180,2.87
925000,184,2.93
930000,185,3.11
935000,191,2.84
940000,182,3.03
945000,195,3.41
950000,202,3.25
955000,191,2.94
960000,189,3.18
965000,189,3.17
970000,186,3.52
975000,191,3.46
980000,200,3.11
985000,200,2.68
990000,192,2.72
995000,195,2.52
1000000,185,2.42
1005000,199,2.33
1010000,198,2.42
1015000,182,2.94
1020000,191,2.72
1035000,178,3.12
1040000,186,2.3
1045000,201,2.29
1050000,194,2.49
1055000,180,2.88
1060000,181,4.93
1065000,182,5.18
1085000,156,4.49
