milliseconds,wind_direction,windspeed
15000,48,3.85
20000,17,4.02
25000,34,4.8
35000,75,3.82
40000,56,4.21
60000,52,8.74
115000,63,7.25
120000,74,7.65
125000,77,5.3
140000,69,6.97
150000,66,7.11
155000,61,6.16
160000,55,7.2
165000,54,7.67
180000,49,8.05
185000,47,7.98
190000,51,7.84
195000,49,7.53
200000,43,7.45
205000,50,7.08
210000,45,6.25
240000,81,4.61
245000,71,5.39
250000,68,6.41
270000,60,7.41
275000,47,7.97
280000,50,7.74
300000,69,7.86
305000,65,7.71
310000,64,7.64
315000,62,7.37
320000,72,7.88
335000,80,7.56
340000,69,8.39
350000,69,7.07
365000,61,7.07
375000,54,7.57
380000,44,7.71
385000,47,7.26
395000,51,7.5
400000,52,7.33
405000,56,7.11
410000,56,6.83
420000,47,7.26
425000,46,7.74
445000,46,7.58
450000,44,8.05
455000,42,7.89
460000,53,8.11
465000,53,7.7
470000,44,8.39
475000,40,8.56
480000,53,7.96
485000,51,7.97
490000,45,6.98
495000,54,7.16
520000,37,5.99
525000,38,5.69
540000,40,5.79
565000,38,7.37
570000,36,6.96
590000,60,7.57
615000,52,6.69
620000,54,7.23
625000,58,6.63
630000,61,6.23
635000,52,6.98
640000,52,6.68
645000,51,7.05
650000,60,6.32
655000,51,5.72
660000,42,6.1
665000,38,6.05
695000,50,7.21
710000,62,7.35
715000,56,4.85
720000,46,3.54
725000,50,3.57
740000,45,5.26
745000,57,4.66
755000,60,6.96
760000,54,5.58
765000,31,3.63
785000,50,8.08
790000,53,7.69
795000,50,8.41
800000,53,7.61
805000,49,7.53
820000,59,7.95
825000,68,7.66
830000,59,6.76
835000,49,7.23
840000,40,6.46
845000,42,5.49
860000,66,5.85
865000,62,5.5
870000,62,6.03
875000,66,6.95
880000,59,7.39
885000,61,7.46
890000,58,7.48
895000,59,7.56
910000,52,8.35
915000,49,7.85
920000,51,7.8
925000,47,7.64
935000,48,7.95
940000,47,8.09
945000,40,8.18
950000,38,8.45
955000,39,8.32
960000,38,7.89
965000,44,7.61
970000,45,7.79
975000,51,7.27
980000,64,6.39
985000,62,6.38
990000,48,6.77
995000,59,7.03
1000000,47,7.52
1005000,56,5.8
1010000,50,7.06
1015000,50,7.76
1020000,47,7.67
1025000,49,7.45
1030000,48,7.29
1035000,46,7.07
1040000,51,7.12
1045000,59,8.2
1050000,58,7.77
1065000,55,6.96
1070000,66,7.68
1075000,75,7.71
1080000,76,7.59
1085000,70,8.78
1090000,66,8.99
1095000,67,8.98
1110000,72,8.56
1115000,64,8.68
1120000,58,8.02
1125000,58,7.96
1130000,61,8.03
1135000,64,7.93
1140000,68,7.75
1145000,67,7.92
1150000,70,8.1
1155000,68,8.16
1160000,74,7.52
1165000,77,7.83
1170000,76,7.77
1185000,49,6.59
1190000,46,6.73
1195000,48,6.5
1200000,46,7.17
1205000,43,7.28
1210000,41,6.86
1215000,38,6.91
1220000,34,7.04
1225000,32,8.04
1245000,54,9.33
1295000,81,1.7
