milliseconds,wind_direction,windspeed
10000,44,4.17
15000,46,4.39
20000,36,6.3
25000,38,4.32
40000,22,7.21
45000,22,6.93
75000,24,3.47
90000,36,4.94
120000,53,6.25
125000,44,5.31
130000,41,4.55
135000,41,6.18
140000,37,5.73
145000,38,4.98
150000,44,5.28
155000,29,4.23
160000,37,5.66
165000,35,5.68
170000,38,6.39
175000,38,7.1
180000,44,6.93
190000,41,5.17
205000,45,6.17
210000,45,5.78
215000,51,7.68
220000,36,6.89
225000,45,7.91
230000,45,8.98
235000,46,8.96
240000,44,8.6
245000,45,8.06
250000,46,7.38
255000,44,7.56
260000,44,7.01
265000,43,6.29
270000,45,6.31
275000,44,6.15
280000,41,5.69
285000,46,6.16
300000,43,6.4
305000,44,6.53
310000,41,6.27
315000,34,7.14
330000,42,6.63
335000,44,7.07
340000,45,6.88
345000,46,6.9
355000,47,6.06
360000,59,6.33
365000,48,5.72
370000,48,7.86
375000,47,7.56
380000,48,7.55
385000,51,7.34
390000,50,7.09
395000,46,7.07
400000,48,5.87
410000,51,7.02
415000,53,6.44
420000,50,6.07
425000,52,6.26
430000,53,6.24
435000,53,6.29
440000,52,6.3
450000,58,5.58
455000,50,5.37
460000,56,5.68
465000,48,6.11
470000,51,5.04
475000,50,4.85
480000,52,5.49
485000,50,5.96
490000,52,6.3
495000,52,6.48
505000,52,7.27
510000,52,7.17
515000,46,6.54
525000,38,6.49
530000,40,5.33
535000,22,5.31
540000,14,5.34
555000,45,7.22
570000,44,7.09
575000,39,6.93
580000,44,8.31
585000,45,8.6
590000,45,8.02
595000,43,6.55
600000,37,7.02
605000,39,7.0
615000,45,7.51
625000,42,7.65
655000,53,7.35
660000,44,6.76
665000,53,7.08
670000,47,7.27
675000,46,6.19
680000,50,6.38
695000,50,7.2
700000,43,6.16
705000,50,5.2
715000,43,6.61
725000,50,5.39
730000,41,5.49
735000,55,5.02
740000,53,4.57
745000,51,6.01
750000,55,5.43
760000,51,5.81
765000,53,5.94
770000,52,5.7
775000,53,6.12
780000,49,5.73
785000,51,6.08
795000,45,5.97
805000,39,5.82
810000,42,6.72
815000,43,5.62
845000,39,5.73
850000,38,5.08
855000,31,6.42
860000,30,5.85
865000,36,5.97
870000,33,5.92
880000,37,5.82
890000,38,5.68
895000,44,6.71
925000,45,7.64
930000,46,7.59
935000,47,7.27
940000,44,6.94
945000,48,7.45
950000,46,7.17
955000,48,7.19
1005000,44,5.96
1015000,43,7.16
1020000,40,8.19
1035000,44,6.76
1040000,44,6.99
1050000,43,6.23
1055000,43,6.16
1060000,43,6.72
1075000,42,8.65
1080000,42,8.35
1085000,43,8.59
1095000,44,7.37
1135000,38,7.84
1140000,34,7.66
1145000,48,7.72
1150000,45,6.63
1155000,45,6.93
1175000,44,7.57
1180000,42,7.83
1195000,47,7.07
1200000,48,6.07
1230000,60,6.92
1280000,31,3.97
