milliseconds,wind_direction,windspeed
10000,61,5.64
15000,51,6.71
20000,50,7.66
25000,47,7.92
35000,51,7.44
40000,63,6.43
45000,68,6.14
50000,66,6.06
55000,55,5.82
60000,62,5.41
65000,51,6.06
105000,69,6.45
135000,58,6.84
170000,82,5.41
195000,65,6.42
200000,62,6.25
205000,63,6.15
215000,65,5.13
220000,68,5.79
225000,68,6.17
230000,67,6.4
235000,68,6.13
240000,67,6.36
255000,68,6.46
260000,74,6.22
265000,80,5.92
270000,87,7.02
280000,69,7.0
285000,68,6.91
290000,75,6.98
295000,82,7.29
300000,83,6.72
305000,80,6.37
310000,84,6.78
315000,88,6.34
320000,86,6.04
325000,85,6.21
330000,83,6.64
340000,62,6.63
355000,79,5.43
360000,87,6.04
365000,84,6.47
370000,74,7.14
375000,72,7.26
380000,69,6.85
385000,59,6.72
390000,61,5.98
395000,63,6.82
400000,78,6.98
405000,73,7.42
410000,67,7.57
415000,69,8.37
425000,68,8.09
440000,68,7.96
455000,62,8.4
460000,68,7.87
465000,64,7.96
470000,65,8.14
475000,64,7.92
480000,61,7.97
485000,62,8.17
500000,69,9.04
505000,70,8.22
510000,67,8.44
515000,67,8.43
520000,68,8.37
525000,68,8.46
535000,75,8.15
540000,76,7.86
545000,76,8.14
550000,77,7.91
555000,76,7.62
560000,77,7.67
565000,78,7.88
570000,78,7.33
575000,75,7.73
590000,84,8.12
595000,83,7.71
600000,81,7.71
605000,81,7.22
610000,80,7.29
615000,82,7.34
625000,64,7.31
630000,68,7.35
635000,73,7.38
640000,69,7.23
645000,71,7.08
650000,69,7.02
655000,69,7.22
665000,66,7.32
670000,67,7.14
675000,67,6.92
680000,66,6.95
685000,69,6.82
690000,68,6.9
695000,68,6.65
700000,65,6.72
705000,70,6.55
710000,73,6.45
715000,79,6.35
720000,72,6.33
725000,82,6.59
730000,82,7.16
735000,85,6.97
740000,83,7.17
745000,83,7.05
750000,79,7.55
770000,86,7.2
775000,87,6.74
780000,86,6.78
795000,81,7.34
800000,80,7.71
805000,79,7.9
810000,73,7.74
815000,76,8.07
820000,83,7.44
825000,81,7.57
830000,76,7.22
835000,79,7.47
840000,79,7.0
855000,83,7.51
860000,82,7.14
865000,84,7.34
870000,86,6.97
875000,85,6.93
880000,76,6.98
885000,68,6.76
890000,70,7.05
895000,81,7.03
900000,75,7.29
905000,70,6.82
910000,67,6.72
915000,69,6.84
920000,69,6.82
925000,57,7.51
930000,55,6.87
935000,65,7.13
940000,55,7.86
945000,52,8.02
950000,48,8.16
955000,68,6.52
960000,64,5.76
965000,59,8.04
970000,55,7.82
975000,61,7.74
980000,56,7.95
985000,51,7.84
990000,43,8.03
995000,44,8.38
1000000,44,8.07
1005000,40,7.81
1010000,46,7.69
1015000,45,8.04
1020000,45,8.3
1025000,44,8.43
1030000,46,8.03
1035000,44,7.97
1040000,50,7.08
1045000,45,8.08
1060000,56,8.28
1065000,62,7.8
1070000,61,7.28
1075000,63,7.65
1080000,66,7.6
1085000,64,7.36
1090000,64,6.8
1095000,65,6.96
1100000,63,6.54
1125000,34,5.24
1180000,34,3.56
