milliseconds,wind_direction,windspeed
10000,202,2.4
15000,191,2.02
20000,189,3.55
25000,207,3.57
30000,213,4.3
35000,213,5.09
60000,189,1.28
65000,253,0.52
130000,256,4.03
140000,254,3.58
145000,242,3.73
150000,245,3.79
155000,243,3.44
160000,232,3.74
165000,236,3.65
170000,240,3.54
215000,229,4.38
235000,261,4.0
240000,266,3.85
250000,217,4.0
255000,233,4.18
270000,237,4.35
275000,232,3.98
280000,239,4.33
285000,236,4.41
290000,237,4.31
295000,240,4.17
300000,244,3.82
305000,241,3.53
310000,227,3.71
315000,235,4.09
320000,231,4.51
325000,240,4.36
330000,230,4.45
335000,231,4.39
340000,227,4.85
345000,231,4.46
350000,232,4.35
355000,231,4.6
360000,232,4.69
365000,235,4.28
370000,233,3.75
375000,233,3.75
380000,235,4.15
385000,233,3.89
390000,234,4.16
395000,235,4.39
400000,236,4.27
405000,236,4.05
415000,218,6.2
420000,231,4.29
425000,222,4.39
430000,219,3.59
435000,231,3.72
440000,235,3.64
445000,229,4.04
450000,233,4.25
455000,237,3.97
460000,229,3.87
465000,229,3.58
470000,225,3.07
475000,229,3.0
480000,244,2.85
485000,246,2.99
490000,244,3.71
495000,250,3.26
500000,235,3.89
505000,228,4.35
510000,228,4.17
515000,236,3.68
520000,242,3.81
525000,230,3.47
530000,235,3.04
535000,241,3.27
540000,238,3.5
545000,234,3.7
550000,234,3.92
555000,227,3.76
560000,227,4.05
565000,231,4.71
570000,226,4.21
575000,233,3.61
580000,236,3.99
585000,236,4.14
590000,226,4.32
595000,234,4.21
605000,234,4.14
610000,234,4.4
615000,234,4.16
620000,235,3.49
625000,231,3.24
630000,230,3.53
635000,235,3.91
640000,231,3.95
645000,241,4.05
650000,241,4.58
655000,237,4.3
660000,233,3.91
665000,237,4.26
670000,244,4.17
675000,246,4.44
680000,249,4.38
685000,252,4.16
690000,249,3.52
695000,255,3.85
700000,247,4.07
705000,238,3.96
710000,236,4.6
715000,245,5.06
720000,256,4.39
725000,257,4.15
730000,259,3.79
735000,225,4.26
740000,227,3.7
745000,236,3.34
750000,233,3.32
755000,225,4.3
760000,223,4.49
765000,223,4.83
770000,219,4.75
775000,224,3.97
780000,225,4.23
785000,222,4.02
790000,232,3.6
795000,236,3.3
800000,230,3.26
805000,242,3.27
810000,239,3.23
815000,239,3.14
820000,238,3.25
825000,236,3.82
830000,234,3.53
835000,231,3.29
840000,229,3.52
845000,226,3.8
850000,226,4.05
855000,236,3.59
860000,221,3.59
865000,225,3.55
870000,233,3.48
875000,235,3.4
880000,232,3.39
885000,230,3.55
890000,235,3.26
895000,240,3.1
900000,241,2.75
905000,231,2.93
910000,238,3.11
915000,243,3.07
920000,233,3.16
925000,238,2.84
930000,235,3.58
935000,234,3.21
940000,229,2.95
945000,228,3.94
950000,222,4.18
955000,222,4.11
960000,226,3.94
965000,227,3.53
970000,229,4.17
975000,231,4.2
980000,232,4.62
985000,234,4.22
990000,235,4.03
995000,233,4.21
1000000,234,3.99
1005000,225,3.98
1010000,230,4.22
1015000,224,4.43
1035000,219,2.8
1040000,235,3.5
1045000,225,3.15
1050000,236,3.64
1055000,236,2.92
1060000,239,2.88
1065000,245,3.12
1070000,250,3.22
1075000,253,3.94
1095000,273,3.73
