observation,flight,flight_type,site,species,clip_type,group_size_spp,group_size_total,young_present,any_resting,any_foraging,any_alert,any_traveling,any_fleeing,group_resting,group_foraging,group_alert,group_traveling,group_fleeing,note,exclude,score_order_BC,randassign_SL,score_order_SL
ob041,041-01,initial,mpala,buf,second,51,51,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,,389,88,273
ob041,041-02,replacement,mpala,buf,first,53,53,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,didn't lower down,,113,54,4352
ob041,041-02,replacement,mpala,buf,second,50,50,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,378,7,349
ob041,041-03,replacement,mpala,buf,first,48,48,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,,164,90,2686
ob041,041-03,replacement,mpala,buf,second,53,53,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,243,41,1892
ob041,041-04,replacement,mpala,buf,first,36,36,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,video started when drone was already over group - check how long drone was in place before video started,,102,54,3709
ob041,041-04,replacement,mpala,buf,second,52,52,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,271,10,3424
ob041,041-05,replacement,mpala,buf,first,51,50,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,,69,4,3032
ob041,041-05,replacement,mpala,buf,second,54,54,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,323,32,4706
ob042,042-01,initial,mpala,imp,first,12,13,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,6,27,2320
ob042,042-01,initial,mpala,gz,first,1,13,FALSE,TRUE,NAN,TRUE,TRUE,NAN,FALSE,FALSE,TRUE,TRUE,FALSE,,,6,27,2320
ob042,042-01,initial,mpala,imp,second,8,8,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,446,91,832
ob042,042-02,replacement,mpala,imp,first,21,21,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,41,67,3195
ob042,042-02,replacement,mpala,imp,second,21,21,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,,354,46,3955
ob043,043-01,initial,mpala,gz,first,4,25,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,car drives in toward end of 2 min; log launch time is way early. Could fix it by taking the time when altitude is minimum (instead of =0). Would this mess up the other landing times?,,162,64,2284
ob043,043-01,initial,mpala,imp,first,21,25,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,car drives in toward end of 2 min,,162,64,2284
ob043,043-01,initial,mpala,imp,second,20,20,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,267,92,566
ob044,044-01,initial,mpala,pz,first,12,12,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,159,60,4052
ob045,045-01,initial,mpala,gg,first,8,15,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,147,28,4191
ob045,045-01,initial,mpala,oryx,first,7,15,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,147,28,4191
ob045,045-01,initial,mpala,gg,second,8,16,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,368,16,1760
ob045,045-01,initial,mpala,oryx,second,8,16,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,368,16,1760
ob045,045-02,replacement,mpala,gg,first,7,16,TRUE,TRUE,TRUE,NAN,NAN,NAN,FALSE,TRUE,FALSE,FALSE,FALSE,,,14,80,2337
ob045,045-02,replacement,mpala,oryx,first,8,16,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,14,80,2337
ob045,045-02,replacement,mpala,gg,second,7,16,TRUE,TRUE,TRUE,TRUE,NAN,NAN,FALSE,TRUE,FALSE,FALSE,FALSE,,,257,40,1791
ob045,045-02,replacement,mpala,oryx,second,8,16,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,257,40,1791
ob045,045-02,replacement,mpala,imp,second,1,16,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,257,40,1791
ob045,045-03,replacement,mpala,imp,first,1,9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,15,34,728
ob045,045-03,replacement,mpala,oryx,first,8,9,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,15,34,728
ob045,045-03,replacement,mpala,imp,second,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,clip falls during scare,TRUE,NAN,NAN,NAN
ob045,045-03,replacement,mpala,oryx,second,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,clip falls during scare,TRUE,NAN,NAN,NAN
ob046,046-01,initial,mpala,pz,first,13,13,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,213,78,1092
ob046,046-01,initial,mpala,pz,second,20,21,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,,,283,91,4621
ob046,046-01,initial,mpala,gz,second,1,21,FALSE,NAN,TRUE,TRUE,TRUE,NAN,FALSE,TRUE,TRUE,FALSE,FALSE,,,283,91,4621
ob047,047-01,initial,mpala,pz,first,18,18,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,8,81,2778
ob047,047-01,initial,mpala,pz,second,18,18,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,,457,63,2762
ob047,047-02,replacement,mpala,pz,first,18,18,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,134,12,3561
ob047,047-02,replacement,mpala,pz,second,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,clip falls during scare,TRUE,NAN,NAN,NAN
ob048,048-01,initial,mpala,imp,first,11,11,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,93,88,8
ob048,048-01,initial,mpala,imp,second,11,11,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,,408,83,4496
ob049,049-01,initial,mpala,pz,first,10,11,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,60,13,3183
ob049,049-01,initial,mpala,elephant,first,1,11,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,60,13,3183
ob049,049-01,initial,mpala,pz,second,10,11,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,270,85,334
ob049,049-01,initial,mpala,elephant,second,1,11,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,270,85,334
ob049,049-02,replacement,mpala,elephant,first,1,11,FALSE,NAN,TRUE,NAN,NAN,NAN,FALSE,TRUE,FALSE,FALSE,FALSE,didn't lower down until late (4:54). Was stationary over group (but high up) at 3:16,,87,76,3354
ob049,049-02,replacement,mpala,pz,first,10,11,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,didn't lower down until late (4:54). Was stationary over group (but high up) at 3:16,,87,76,3354
ob049,049-02,replacement,mpala,pz,second,10,10,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,361,55,1274
ob050,050-01,initial,mpala,imp,first,30,30,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,100,59,3620
ob050,050-01,initial,mpala,imp,second,30,30,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,254,53,2019
ob050,050-02,replacement,mpala,imp,first,30,30,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,128,89,3593
ob050,050-02,replacement,mpala,imp,second,23,23,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,,234,8,2192
ob050,050-03,replacement,mpala,imp,first,22,22,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,160,87,1573
ob050,050-03,replacement,mpala,imp,second,28,28,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,281,63,652
ob051,051-01,initial,mpala,imp,first,46,46,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,72,9,3080
ob051,051-01,initial,mpala,imp,second,46,46,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,,,266,49,1824
ob051,051-02,replacement,mpala,imp,first,44,44,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,,76,58,3213
ob051,051-02,replacement,mpala,imp,second,47,47,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,,398,30,850
ob052,052-01,initial,mpala,imp,first,13,13,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,,185,44,4369
ob052,052-01,initial,mpala,imp,second,10,10,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,370,42,201
ob052,052-02,replacement,mpala,imp,first,13,13,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,video started when drone was already over group - check how long drone was in place before video started,,173,76,2549
ob052,052-02,replacement,mpala,imp,second,13,13,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,315,20,2406
ob053,053-01,initial,mpala,gz,first,5,5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,37,51,2856
ob053,053-01,initial,mpala,gz,second,5,5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,400,65,379
ob053,053-02,replacement,mpala,gz,first,5,7,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,108,73,3339
ob053,053-02,replacement,mpala,imp,first,2,7,FALSE,NAN,TRUE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,,,108,73,3339
ob053,053-02,replacement,mpala,gz,second,5,7,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,,264,26,727
ob053,053-02,replacement,mpala,imp,second,2,7,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,264,26,727
ob054,054-01,initial,mpala,pz,first,24,24,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,drone log cuts out before launch. Video cuts out midway through flight,,209,33,2722
ob054,054-01,initial,mpala,pz,second,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,video cuts suddenly to totally different view. Must have been a writing problem on the SD card. ,TRUE,NAN,NAN,NAN
ob054,054-02,replacement,mpala,pz,first,24,24,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"something is wrong with log; over the course of the flight, the video ""catches up"" to the log such that there are huge discrepancies between the keypoints. I have therefore removed the video keypoints (launch: 0:08, gimbal_down: 1:11, home: 19:09, landing: 21:01) and will exclude this log from analyses.",,NAN,NAN,NAN
ob054,054-02,replacement,mpala,pz,second,20,20,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,292,45,1338
ob054,054-03,replacement,mpala,pz,first,24,24,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,didn't lower down,,180,22,3900
ob054,054-03,replacement,mpala,pz,second,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,clip falls during scare,TRUE,NAN,NAN,NAN
ob055,055-01,initial,mpala,imp,first,36,36,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,21,43,2041
ob055,055-01,initial,mpala,imp,second,33,33,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,441,58,2208
ob055,055-02,replacement,mpala,imp,first,32,32,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,224,28,1786
ob055,055-02,replacement,mpala,imp,second,34,34,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,239,92,4654
ob056,056-01,initial,mpala,imp,first,41,41,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,169,58,2228
ob056,056-01,initial,mpala,imp,second,38,38,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,247,44,538
ob056,056-02,replacement,mpala,imp,first,41,41,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,137,35,3089
ob056,056-02,replacement,mpala,imp,second,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,clip falls during scare,TRUE,NAN,NAN,NAN
ob057,057-01,initial,mpala,imp,first,6,6,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,,154,59,493
ob057,057-01,initial,mpala,imp,second,7,7,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,310,82,2583
ob058,058-01,initial,mpala,imp,first,6,6,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,144,99,4875
ob058,058-01,initial,mpala,imp,second,6,6,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,297,18,637
ob058,058-02,replacement,mpala,imp,first,4,4,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,150,35,3837
ob058,058-02,replacement,mpala,imp,second,7,7,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,306,79,3126
ob059,059-01,initial,mpala,imp,first,18,18,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,216,5,3552
ob059,059-01,initial,mpala,imp,second,18,18,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,,,273,49,2456
ob059,059-02,replacement,mpala,imp,first,18,18,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,didn't lower down,,148,51,3254
ob059,059-02,replacement,mpala,imp,second,18,18,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,410,61,855
ob060,060-01,initial,mpala,imp,first,9,9,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,146,40,970
ob061,061-01,initial,mpala,gz,first,14,14,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,199,8,3326
ob061,061-01,initial,mpala,gz,second,15,15,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,379,23,715
ob061,061-02,replacement,mpala,gz,first,15,15,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,video started when drone was already over group - check how long drone was in place before video started; never lowered down,,140,0,4707
ob061,061-02,replacement,mpala,gz,second,15,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,353,86,1609
ob061,061-03,replacement,mpala,gz,first,15,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,unclear if gimbal is actually fully down at 1:30,,33,14,990
ob061,061-03,replacement,mpala,gz,second,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,clip falls after scare,TRUE,NAN,NAN,NAN
ob062,062-01,initial,mpala,imp,first,24,24,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,,40,40,4871
ob062,062-01,initial,mpala,imp,second,23,23,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,255,7,4005
ob062,062-02,replacement,mpala,imp,first,21,21,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,video started when drone was already over group - check how long drone was in place before video started,,166,90,4296
ob062,062-02,replacement,mpala,imp,second,22,22,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,371,56,3178
ob062,062-03,replacement,mpala,imp,first,15,15,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,unclear if gimbal is actually fully down at 2:06,,131,81,4252
ob062,062-03,replacement,mpala,NAN,second,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,observation ends before second clip,TRUE,NAN,NAN,NAN
ob063,063-01,initial,mpala,imp,first,28,28,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,197,100,1679
ob063,063-01,initial,mpala,imp,second,30,30,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,452,77,1296
ob063,063-02,replacement,mpala,imp,first,31,31,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,gimbal may be down at 1:57 - hard to say since it was malfunctioning,,149,49,4459
ob063,063-02,replacement,mpala,imp,second,33,33,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,330,88,3576
ob063,063-03,replacement,mpala,imp,first,29,29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,119,34,37
ob063,063-03,replacement,mpala,imp,second,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,clip falls during scare,TRUE,NAN,NAN,NAN
ob064,064-01,initial,mpala,imp,first,33,33,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,,74,70,2371
ob064,064-01,initial,mpala,imp,second,28,28,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,440,17,4014
ob064,064-02,replacement,mpala,imp,first,27,27,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,spontaneous startle by playing juveniles,,23,63,1744
ob064,064-02,replacement,mpala,imp,second,29,29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,369,73,2180
ob064,064-03,replacement,mpala,imp,first,28,28,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,138,17,2229
ob064,064-03,replacement,mpala,imp,second,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,clip falls after scare,TRUE,NAN,NAN,NAN
ob065,065-01,initial,mpala,imp,first,13,13,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,219,30,808
ob065,065-01,initial,mpala,imp,second,13,13,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,261,39,4865
ob065,065-02,replacement,mpala,imp,first,13,13,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,111,6,4629
ob065,065-02,replacement,mpala,imp,second,13,13,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,363,61,2904
ob065,065-03,replacement,mpala,imp,first,13,13,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,82,90,4639
ob065,065-03,replacement,mpala,imp,second,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,clip falls during scare,TRUE,NAN,NAN,NAN
ob066,066-01,initial,mpala,gz,first,9,9,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,road rally happening on this day on nearby road,,117,24,2552
ob066,066-01,initial,mpala,gz,second,8,8,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,,331,29,1986
ob066,066-02,replacement,mpala,gz,first,9,9,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"road rally happening on this day on nearby road; walking, but only to get to next grassy patch. Not a flight reaction",,24,61,2926
ob066,066-02,replacement,mpala,gz,second,9,9,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,284,17,2412
ob066,066-03,replacement,mpala,gz,first,9,13,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,video started when drone was already over group - check how long drone was in place before video started; road rally happening on nearby road during observation,,165,37,1104
ob066,066-03,replacement,mpala,imp,first,4,13,TRUE,NAN,TRUE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,,,165,37,1104
ob066,066-03,replacement,mpala,gz,second,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,clip falls during scare,TRUE,NAN,NAN,NAN
ob067,067-01,initial,mpala,imp,first,11,11,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,camera malfunction - clip cuts out before 2 minutes,,110,98,4125
ob068,068-01,initial,mpala,imp,first,47,47,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,,195,94,657
ob068,068-01,initial,mpala,imp,second,46,46,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,,451,27,836
ob068,068-02,replacement,mpala,imp,first,48,48,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,124,6,1513
ob068,068-02,replacement,mpala,imp,second,46,46,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,449,68,4928
ob068,068-03,replacement,mpala,imp,first,45,45,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,54,1,4187
ob068,068-03,replacement,mpala,imp,second,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,clip falls during scare,TRUE,NAN,NAN,NAN
ob069,069-01,initial,mpala,imp,first,25,25,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,startle reaction late in the 2 min clip,,61,11,3989
ob070,070-01,initial,mpala,pz,first,5,16,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"some avoidance/fright reaction, but it seems directly in response to sparring oryx",,36,11,1886
ob070,070-01,initial,mpala,oryx,first,11,16,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,36,11,1886
ob070,070-01,initial,mpala,pz,second,5,16,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,316,93,3182
ob070,070-01,initial,mpala,oryx,second,11,16,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,316,93,3182
ob070,070-02,replacement,mpala,pz,first,5,16,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,55,99,4279
ob070,070-02,replacement,mpala,oryx,first,11,16,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,55,99,4279
ob070,070-02,replacement,mpala,pz,second,5,16,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,351,25,873
ob070,070-02,replacement,mpala,oryx,second,11,16,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,351,25,873
ob070,070-03,replacement,mpala,pz,first,5,16,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,70,100,243
ob070,070-03,replacement,mpala,oryx,first,11,16,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,70,100,243
ob070,070-03,replacement,mpala,pz,second,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,clip falls during scare,TRUE,NAN,NAN,NAN
