observation,flight,flight_type,site,species,clip_type,group_size_spp,group_size_total,young_present,any_resting,any_foraging,any_alert,any_traveling,any_fleeing,group_resting,group_foraging,group_alert,group_traveling,group_fleeing,note,exclude,score_order_BC,randassign_SL,score_order_SL
ob070,070-03,replacement,mpala,oryx,second,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,clip falls during scare,TRUE,NAN,NAN,NAN
ob071,071-01,initial,mpala,imp,first,20,20,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,73,92,2333
ob071,071-01,initial,mpala,imp,second,22,22,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,439,32,582
ob071,071-02,replacement,mpala,imp,first,25,25,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,182,58,1158
ob071,071-02,replacement,mpala,imp,second,25,25,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,260,78,4953
ob071,071-03,replacement,mpala,imp,first,26,26,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,191,49,30
ob071,071-03,replacement,mpala,imp,second,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,clip falls during scare,TRUE,NAN,NAN,NAN
ob072,072-01,initial,mpala,imp,first,5,5,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,181,11,4458
ob072,072-01,initial,mpala,imp,second,5,5,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,,314,79,3633
ob072,072-02,replacement,mpala,imp,first,3,3,FALSE,NAN,NAN,TRUE,TRUE,NAN,NAN,NAN,NAN,NAN,NAN,,,63,46,2155
ob072,072-02,replacement,mpala,NAN,second,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,observation ends before second clip,TRUE,NAN,NAN,NAN
ob073,073-01,initial,mpala,imp,first,7,7,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,67,25,296
ob073,073-01,initial,mpala,imp,second,6,6,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,443,17,4469
ob073,073-02,replacement,mpala,imp,first,10,11,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,video started when drone was already over group - check how long drone was in place before video started,,126,63,900
ob073,073-02,replacement,mpala,gz,first,1,11,FALSE,NAN,TRUE,TRUE,NAN,NAN,FALSE,TRUE,FALSE,FALSE,FALSE,,,126,63,900
ob073,073-02,replacement,mpala,imp,second,9,9,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,318,11,4645
ob074,074-01,initial,mpala,gz,first,12,12,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,video started when drone was already over group - check how long drone was in place before video started,,168,76,2243
ob074,074-01,initial,mpala,gz,second,12,12,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,434,13,2004
ob074,074-02,replacement,mpala,gz,first,12,12,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,133,67,1962
ob074,074-02,replacement,mpala,gz,second,12,12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,365,31,4459
ob074,074-03,replacement,mpala,gz,first,12,12,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,204,85,1808
ob074,074-03,replacement,mpala,gz,first,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,clip falls after scare,,NAN,NAN,NAN
ob075,075-01,initial,mpala,imp,first,33,33,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,192,70,847
ob075,075-01,initial,mpala,imp,second,30,30,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,433,69,2579
ob075,075-02,replacement,mpala,imp,first,30,30,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,163,10,3930
ob075,075-02,replacement,mpala,imp,second,25,25,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,350,36,2435
ob076,076-01,initial,mpala,pz,first,8,8,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,104,96,2301
ob077,077-01,initial,mpala,buf,first,15,15,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,drone does not stop moving because group is already running. Started 2 minute clip from point where drone was directly above.,,151,15,4971
ob077,077-01,initial,mpala,buf,second,13,13,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,412,55,4573
ob078,078-01,initial,mpala,buf,first,46,46,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,86,2,3415
ob078,078-01,initial,mpala,buf,second,53,53,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,,,392,24,1100
ob078,078-02,replacement,mpala,buf,first,52,52,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,didn't lower down,,201,2,2091
ob078,078-02,replacement,mpala,buf,second,44,44,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,325,86,3287
ob078,078-03,replacement,mpala,buf,first,50,50,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,118,12,848
ob078,078-03,replacement,mpala,NAN,second,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,observation ends before second clip,TRUE,NAN,NAN,NAN
ob079,079-01,initial,mpala,buf,first,14,14,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,218,76,2065
ob079,079-01,initial,mpala,buf,second,15,15,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,245,76,3080
ob079,079-02,replacement,mpala,buf,first,12,12,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,herd is very close to an active hyena den with cubs present,,116,8,1102
ob079,079-02,replacement,mpala,NAN,second,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,observation ends before second clip,TRUE,,,
ob080,080-01,initial,mpala,imp,first,44,44,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,94,7,2689
ob080,080-01,initial,mpala,imp,second,44,44,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,298,71,3943
ob080,080-02,replacement,mpala,imp,first,46,46,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,28,92,1597
ob080,080-02,replacement,mpala,imp,second,37,37,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,304,67,4693
ob080,080-03,replacement,mpala,imp,first,47,47,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,video started when drone was already over group - check how long drone was in place before video started; tractor drives by on road during observation,,193,34,366
ob080,080-03,replacement,mpala,imp,second,45,45,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,358,24,3004
ob081,081-01,initial,mpala,gg,first,3,19,FALSE,NAN,TRUE,TRUE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,leave/enter frame due to drone movement,,26,72,150
ob081,081-01,initial,mpala,pz,first,5,19,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,26,72,150
ob081,081-01,initial,mpala,eland,first,11,19,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,26,72,150
ob081,081-01,initial,mpala,pz,second,2,13,FALSE,NAN,TRUE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,,,456,26,2898
ob081,081-01,initial,mpala,eland,second,11,13,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,456,26,2898
ob081,081-02,replacement,mpala,eland,first,11,16,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,,125,52,1080
ob081,081-02,replacement,mpala,pz,first,5,16,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,125,52,1080
ob081,081-02,replacement,mpala,eland,second,10,15,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,,437,80,2299
ob081,081-02,replacement,mpala,pz,second,5,15,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,437,80,2299
ob081,081-03,replacement,mpala,eland,first,10,14,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,121,39,3766
ob081,081-03,replacement,mpala,pz,first,4,14,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,121,39,3766
ob081,081-03,replacement,mpala,eland,second,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,observation ends before second clip,TRUE,NAN,NAN,NAN
ob082,082-01,initial,mpala,pz,first,27,27,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,,127,11,1054
ob082,082-01,initial,mpala,pz,second,20,20,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,,359,11,1210
ob082,082-02,replacement,mpala,pz,first,20,20,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,video started when drone was already over group - check how long drone was in place before video started,,89,95,2877
ob082,082-02,replacement,mpala,pz,second,16,16,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,249,31,3698
ob082,082-03,replacement,mpala,pz,first,16,16,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,gimbal down may be at 4:10,,35,17,3373
ob082,082-03,replacement,mpala,pz,second,16,16,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,256,36,488
ob083,083-01,initial,mpala,gz,first,9,9,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,,207,97,2204
ob083,083-01,initial,mpala,gz,second,8,8,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,385,82,181
ob083,083-02,replacement,mpala,gz,first,8,8,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"walking, but graze-walking, not flight",,38,67,3977
ob083,083-02,replacement,mpala,gz,second,5,11,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,303,28,1681
ob083,083-02,replacement,mpala,imp,second,6,11,FALSE,TRUE,TRUE,TRUE,NAN,NAN,FALSE,TRUE,FALSE,FALSE,FALSE,,,303,28,1681
ob083,083-03,replacement,mpala,gz,first,3,10,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,178,64,1970
ob083,083-03,replacement,mpala,imp,first,7,10,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,running prompted by Grevy's interaction,,178,64,1970
ob083,083-03,replacement,mpala,gz,second,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,clip falls during scare,TRUE,NAN,NAN,NAN
ob084,084-01,initial,mpala,imp,first,11,11,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,80,82,1027
ob084,084-01,initial,mpala,imp,second,7,7,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,383,52,4908
ob084,084-02,replacement,mpala,imp,first,10,10,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"motorbike drives near group, causes brief startle",,19,68,4662
ob084,084-02,replacement,mpala,imp,second,11,11,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,321,70,498
ob084,084-03,replacement,mpala,imp,first,12,12,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,never saw prior drone,,115,5,2217
ob084,084-03,replacement,mpala,imp,second,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,clip falls during scare,TRUE,NAN,NAN,NAN
ob085,085-01,initial,mpala,buf,first,31,31,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,183,89,1869
ob085,085-01,initial,mpala,buf,second,47,47,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,305,36,2048
ob085,085-02,replacement,mpala,buf,first,42,42,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,174,73,2830
ob085,085-02,replacement,mpala,buf,second,48,48,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,317,28,2251
ob085,085-03,replacement,mpala,buf,first,46,46,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,212,23,1220
ob085,085-03,replacement,mpala,buf,second,44,44,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,360,6,464
ob086,086-01,initial,mpala,gz,first,10,44,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,no second clip because animals were disturbed/startled by slamming car door (not ours),83,32,2668
ob086,086-01,initial,mpala,kudu,first,9,44,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,no second clip because animals were disturbed/startled by slamming car door (not ours),83,32,2668
ob086,086-01,initial,mpala,imp,first,25,44,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,no second clip because animals were disturbed/startled by slamming car door (not ours),83,32,2668
ob087,087-01,initial,mpala,imp,first,1,16,FALSE,NAN,NAN,TRUE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,leave/enter frame due to drone movement,,56,47,1547
ob087,087-01,initial,mpala,gz,first,15,16,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"some walking, but appears to result from aggressive/displacement interactions",,56,47,1547
ob087,087-01,initial,mpala,imp,second,2,16,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,388,6,4737
ob087,087-01,initial,mpala,gz,second,14,16,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,388,6,4737
ob087,087-02,replacement,mpala,gz,first,15,16,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,never saw prior drone,,153,77,373
ob087,087-02,replacement,mpala,imp,first,1,16,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,153,77,373
ob087,087-02,replacement,mpala,gz,second,15,15,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,233,49,1182
ob087,087-03,replacement,mpala,gz,first,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,camera malfunction - flight aborted; cannot assess behavior in 1-sec clips,TRUE,NAN,NAN,NAN
ob087,087-04,replacement,mpala,gz,first,14,17,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,90,52,4292
ob087,087-04,replacement,mpala,imp,first,3,17,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,90,52,4292
ob087,087-04,replacement,mpala,gz,second,15,18,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,,279,17,3838
ob087,087-04,replacement,mpala,imp,second,3,18,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NAN,NAN,NAN,NAN,NAN,,,279,17,3838
ob087,087-05,replacement,mpala,gz,first,15,18,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,189,28,4063
ob087,087-05,replacement,mpala,imp,first,3,18,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,189,28,4063
ob087,087-05,replacement,mpala,gz,second,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,clip falls during scare,TRUE,NAN,NAN,NAN
ob087,087-05,replacement,mpala,imp,second,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,clip falls during scare,TRUE,NAN,NAN,NAN
ob088,088-01,initial,mpala,gz,first,18,18,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,75,60,4099
ob088,088-01,initial,mpala,gz,second,18,18,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,407,64,744
ob088,088-02,replacement,mpala,gz,first,18,18,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,47,19,2600
ob088,088-02,replacement,mpala,gz,second,18,18,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,399,90,2335
ob088,088-03,replacement,mpala,gz,first,18,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,16,26,2815
ob088,088-03,replacement,mpala,gz,second,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,clip falls after scare,TRUE,NAN,NAN,NAN
ob089,089-01,initial,mpala,imp,first,6,11,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,59,27,3646
ob089,089-01,initial,mpala,waterbuck,first,5,11,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,59,27,3646
ob089,089-01,initial,mpala,imp,second,6,10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,324,65,1725
ob089,089-01,initial,mpala,waterbuck,second,4,10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,324,65,1725
ob089,089-02,replacement,mpala,imp,first,6,11,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,170,100,3938
ob089,089-02,replacement,mpala,waterbuck,first,5,11,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,170,100,3938
ob089,089-02,replacement,mpala,imp,second,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,clip falls after scare,TRUE,NAN,NAN,NAN
ob089,089-02,replacement,mpala,waterbuck,second,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,clip falls after scare,TRUE,NAN,NAN,NAN
ob090,090-01,initial,mpala,gz,first,4,5,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,49,18,3884
ob090,090-01,initial,mpala,giraffe,first,1,5,FALSE,NAN,NAN,TRUE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,enters frame due to drone movement,,49,18,3884
ob090,090-01,initial,mpala,gz,second,13,14,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,295,8,4427
ob090,090-01,initial,mpala,giraffe,second,1,14,FALSE,NAN,NAN,TRUE,NAN,NAN,FALSE,FALSE,TRUE,FALSE,FALSE,,,295,8,4427
ob090,090-02,replacement,mpala,gz,first,13,13,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,208,70,809
ob090,090-02,replacement,mpala,gz,second,15,15,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,,432,54,2390
ob090,090-03,replacement,mpala,gz,first,14,14,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,221,59,4339
ob090,090-03,replacement,mpala,gz,second,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,clip falls after scare,TRUE,NAN,NAN,NAN
ob091,091-01,initial,opc,pz,first,5,18,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,139,88,1138
ob091,091-01,initial,opc,buf,first,13,18,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,139,88,1138
ob091,091-01,initial,opc,pz,second,1,46,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,246,8,380
ob091,091-01,initial,opc,buf,second,45,46,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,246,8,380
ob092,092-01,initial,opc,pz,first,13,3,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,157,45,1276
ob092,092-01,initial,opc,pz,second,4,4,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,390,41,4708
ob093,093-01,initial,opc,pz,first,18,18,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,106,71,548
ob093,093-01,initial,opc,pz,second,15,15,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,,352,22,3250
ob093,093-02,replacement,opc,pz,first,20,20,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,114,66,1380
ob093,093-02,replacement,opc,pz,second,20,20,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,253,14,2228
ob093,093-03,replacement,opc,pz,first,15,15,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"walking, but graze-walking, not flight; drone did not descend 10 m",,30,47,178
ob093,093-03,replacement,opc,pz,second,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,clip falls during scare,TRUE,NAN,NAN,NAN
ob094,094-01,initial,opc,buf,first,7,7,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,42,91,0
ob094,094-01,initial,opc,buf,second,7,7,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,235,75,3229
ob094,094-02,replacement,opc,buf,first,7,7,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,39,81,1951
ob094,094-02,replacement,opc,buf,second,5,5,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,425,50,1627
ob094,094-03,replacement,opc,buf,first,5,5,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,187,50,3041
ob094,094-03,replacement,opc,buf,second,5,5,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,236,51,510
ob094,094-04,replacement,opc,buf,first,5,5,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,226,11,4541
ob094,094-04,replacement,opc,buf,second,4,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,327,59,2206
ob095,095-01,initial,opc,pz,first,8,8,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,107,20,1309
ob095,095-01,initial,opc,pz,second,17,17,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,,,402,38,262
ob095,095-02,replacement,opc,pz,first,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,29,65,564
ob095,095-02,replacement,opc,pz,second,10,10,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,375,32,2725
ob096,096-01,initial,opc,imp,first,38,38,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,217,67,2835
ob096,096-01,initial,opc,imp,second,28,34,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,,411,76,1071
ob096,096-01,initial,opc,waterbuck,second,6,34,FALSE,TRUE,NAN,TRUE,NAN,NAN,NAN,NAN,NAN,NAN,NAN,,,411,76,1071
